sent_id	annotator	annotation_id	created_at	updated_at	lead_time	dataset	year	date	left_context	text	right_context	further_context	age	gender_sexuality	family	disability	ethnicity	migration	religion	geography	education	income	occupation	other_groups	frame_flags	polarity_flags	stance_flags	focus_flags	group_appeal_detection	scheme_feedback	id
commons_1980_53085:004	Horse	97182943	2026-06-09T08:30:52.608854Z	2026-06-09T08:30:52.608866Z	36.905	House of Commons	1980	1980-12-15	Unemployment is bad in Wales now, but will it not soon soar above 150,000?	As the Secretary of State for Industry has admitted that the Government wasted their first year in office, will not the Secretary of State offer an apology to the 50,000 Welsh victims of the Government's industrial carnage?	What hope can he offer to the men and families whose lives have been needlessly wasted by a Government who have shown the blind profligacy of First World War generals?	I notice the language that the right hon Gentleman uses. I also note that when the Labour Party produced a party political broadcast about 10 days ago on unemployment it contained not one single sentence to suggest how it would tackle the problem, which is perhaps hardly surprising when the Leader of the Opposition saw unemployment in his constituency increase from 3·9 per cent.								region-specific				non-RISS	cultural	pro-group	endorse				270179567
commons_1980_53085:004	Tiger	97159891	2026-06-08T19:04:38.132407Z	2026-06-08T19:04:38.132418Z	119.293	House of Commons	1980	1980-12-15	Unemployment is bad in Wales now, but will it not soon soar above 150,000?	As the Secretary of State for Industry has admitted that the Government wasted their first year in office, will not the Secretary of State offer an apology to the 50,000 Welsh victims of the Government's industrial carnage?	What hope can he offer to the men and families whose lives have been needlessly wasted by a Government who have shown the blind profligacy of First World War generals?	I notice the language that the right hon Gentleman uses. I also note that when the Labour Party produced a party political broadcast about 10 days ago on unemployment it contained not one single sentence to suggest how it would tackle the problem, which is perhaps hardly surprising when the Leader of the Opposition saw unemployment in his constituency increase from 3·9 per cent.										working class			economic	pro-group	endorse	opposed groups			270179567
commons_1980_53085:004	Zebra	96890876	2026-06-03T08:14:44.721611Z	2026-06-03T08:14:44.721622Z	113.07	House of Commons	1980	1980-12-15	Unemployment is bad in Wales now, but will it not soon soar above 150,000?	As the Secretary of State for Industry has admitted that the Government wasted their first year in office, will not the Secretary of State offer an apology to the 50,000 Welsh victims of the Government's industrial carnage?	What hope can he offer to the men and families whose lives have been needlessly wasted by a Government who have shown the blind profligacy of First World War generals?	I notice the language that the right hon Gentleman uses. I also note that when the Labour Party produced a party political broadcast about 10 days ago on unemployment it contained not one single sentence to suggest how it would tackle the problem, which is perhaps hardly surprising when the Leader of the Opposition saw unemployment in his constituency increase from 3·9 per cent.					ethnic minority								cultural	pro-group	unclear				270179567
commons_1980_53085:004	team	96839712	2026-06-02T10:57:03.068406Z	2026-06-02T10:57:03.068418Z	167.473	House of Commons	1980	1980-12-15	Unemployment is bad in Wales now, but will it not soon soar above 150,000?	As the Secretary of State for Industry has admitted that the Government wasted their first year in office, will not the Secretary of State offer an apology to the 50,000 Welsh victims of the Government's industrial carnage?	What hope can he offer to the men and families whose lives have been needlessly wasted by a Government who have shown the blind profligacy of First World War generals?	I notice the language that the right hon Gentleman uses. I also note that when the Labour Party produced a party political broadcast about 10 days ago on unemployment it contained not one single sentence to suggest how it would tackle the problem, which is perhaps hardly surprising when the Leader of the Opposition saw unemployment in his constituency increase from 3·9 per cent.										precarious/unemployed		non-RISS	economic	pro-group	endorse				270179567
commons_2025_78207:031	Horse	97163465	2026-06-08T21:26:13.822255Z	2026-06-08T21:26:13.822268Z	56.279	House of Commons	2025	2025-10-14	Because of the last Government’s legacy Act.	I look forward to the Irish Government participating in the process in the months and years ahead.	I thank the Secretary of State for advance sight of his statement.	The last Government legislated to draw a line under troubles-era litigation. That litigation was inevitably weighted against those who sought to protect our country from terrorism.																	no group mentioned		270179568
commons_2025_78207:031	team	97152792	2026-06-08T15:12:07.945673Z	2026-06-08T15:12:07.945684Z	16.522	House of Commons	2025	2025-10-14	Because of the last Government’s legacy Act.	I look forward to the Irish Government participating in the process in the months and years ahead.	I thank the Secretary of State for advance sight of his statement.	The last Government legislated to draw a line under troubles-era litigation. That litigation was inevitably weighted against those who sought to protect our country from terrorism.																	no group mentioned		270179568
commons_2025_78207:031	Zebra	96891316	2026-06-03T08:21:42.134326Z	2026-06-03T08:21:42.134338Z	13.617	House of Commons	2025	2025-10-14	Because of the last Government’s legacy Act.	I look forward to the Irish Government participating in the process in the months and years ahead.	I thank the Secretary of State for advance sight of his statement.	The last Government legislated to draw a line under troubles-era litigation. That litigation was inevitably weighted against those who sought to protect our country from terrorism.												non-RISS							270179568
commons_2025_78207:031	Tiger	96839722	2026-06-02T10:57:17.313384Z	2026-06-02T11:36:04.558477Z	603.063	House of Commons	2025	2025-10-14	Because of the last Government’s legacy Act.	I look forward to the Irish Government participating in the process in the months and years ahead.	I thank the Secretary of State for advance sight of his statement.	The last Government legislated to draw a line under troubles-era litigation. That litigation was inevitably weighted against those who sought to protect our country from terrorism.																	no group mentioned		270179568
commons_2025_20120:002	Tiger	97159504	2026-06-08T18:47:17.920916Z	2026-06-08T18:47:17.920927Z	92.287	House of Commons	2025	2025-02-26	The IRC’s report highlights progress, but reminds us that there is still much to do to tackle paramilitarism and the harm it causes.	Following discussion with the Irish Government, it has been agreed to support a short, independent scoping exercise to assess whether there is merit in a formal process to bring about paramilitary group disbandment, as the IRC has suggested, and whether there would be public support for such a process.	Having spent lots of time with family in Northern Ireland since I was a small child, I have seen the progress made over the years and know what a difference it has made on the ground.	I welcome this Government’s commitment to help secure that progress and tackle the scourge of paramilitarism. Does the Secretary of State share my view that making further progress will require a range of measures, and that the Executive’s programme on paramilitarism, criminality and organised crime is a crucial part of that?																	no group appealed		270179569
commons_2025_20120:002	Zebra	96890386	2026-06-03T08:06:45.244849Z	2026-06-03T08:06:45.244861Z	115.605	House of Commons	2025	2025-02-26	The IRC’s report highlights progress, but reminds us that there is still much to do to tackle paramilitarism and the harm it causes.	Following discussion with the Irish Government, it has been agreed to support a short, independent scoping exercise to assess whether there is merit in a formal process to bring about paramilitary group disbandment, as the IRC has suggested, and whether there would be public support for such a process.	Having spent lots of time with family in Northern Ireland since I was a small child, I have seen the progress made over the years and know what a difference it has made on the ground.	I welcome this Government’s commitment to help secure that progress and tackle the scourge of paramilitarism. Does the Secretary of State share my view that making further progress will require a range of measures, and that the Executive’s programme on paramilitarism, criminality and organised crime is a crucial part of that?												non-RISS							270179569
commons_2025_20120:002	Horse	96839605	2026-06-02T10:55:25.173835Z	2026-06-02T11:00:54.403692Z	1077.493	House of Commons	2025	2025-02-26	The IRC’s report highlights progress, but reminds us that there is still much to do to tackle paramilitarism and the harm it causes.	Following discussion with the Irish Government, it has been agreed to support a short, independent scoping exercise to assess whether there is merit in a formal process to bring about paramilitary group disbandment, as the IRC has suggested, and whether there would be public support for such a process.	Having spent lots of time with family in Northern Ireland since I was a small child, I have seen the progress made over the years and know what a difference it has made on the ground.	I welcome this Government’s commitment to help secure that progress and tackle the scourge of paramilitarism. Does the Secretary of State share my view that making further progress will require a range of measures, and that the Executive’s programme on paramilitarism, criminality and organised crime is a crucial part of that?												non-RISS					no group appealed	"It seems to me that a paramilitary group is difficult to classify within the categories of intersectionality. There are some categories that were not marked because they do not explicitly fit into any category; therefore, it might eventually be possible to incorporate categories such as ""unclassified"" or ""unlabeled"" as a general category that could accommodate elements that do not fit into the proposed categories, according to the annotator. "	270179569
lords_2026_06322:012	Tiger	97158955	2026-06-08T18:25:46.421477Z	2026-06-08T18:25:46.421488Z	298.247	House of Lords	2026	2026-02-09	Understanding when a child is in that position could enable authorities to provide the right support.	This amendment does not alter the policy intent of the Bill; it simply ensures that the Welsh legislative framework is complete and coherent.	I trust that the House will agree that correcting this oversight strengthens the Bill and supports young carers.	Amendments 4, 5, 6 and 7 concern academy trust inspections. They make a small drafting adjustment to move the parliamentary procedure for regulations made under new Chapter 2A of the Education and Inspections Act 2006 to Section 182 of that Act, which already governs regulations made under the Act.	young adults											non-RISS	unclear	pro-group	endorse	intersectional		In diesem Fall haben wir nach meinem Verständnis zwei Altersgruppen im Statement, aber leider lässt sich nur eine erfassen. Eine Mehrfachauswahl wäre wünschenswert. 	270179570
lords_2026_06322:012	Zebra	96890103	2026-06-03T08:02:11.221648Z	2026-06-03T08:02:11.221658Z	20.725	House of Lords	2026	2026-02-09	Understanding when a child is in that position could enable authorities to provide the right support.	This amendment does not alter the policy intent of the Bill; it simply ensures that the Welsh legislative framework is complete and coherent.	I trust that the House will agree that correcting this oversight strengthens the Bill and supports young carers.	Amendments 4, 5, 6 and 7 concern academy trust inspections. They make a small drafting adjustment to move the parliamentary procedure for regulations made under new Chapter 2A of the Education and Inspections Act 2006 to Section 182 of that Act, which already governs regulations made under the Act.																	no group appealed		270179570
lords_2026_06322:012	Horse	96840026	2026-06-02T11:01:42.088140Z	2026-06-02T11:01:42.088154Z	24.158	House of Lords	2026	2026-02-09	Understanding when a child is in that position could enable authorities to provide the right support.	This amendment does not alter the policy intent of the Bill; it simply ensures that the Welsh legislative framework is complete and coherent.	I trust that the House will agree that correcting this oversight strengthens the Bill and supports young carers.	Amendments 4, 5, 6 and 7 concern academy trust inspections. They make a small drafting adjustment to move the parliamentary procedure for regulations made under new Chapter 2A of the Education and Inspections Act 2006 to Section 182 of that Act, which already governs regulations made under the Act.												non-RISS					no group appealed		270179570
commons_1980_31403:005	Zebra	97190175	2026-06-09T10:09:05.469196Z	2026-06-09T10:09:05.469206Z	151.886	House of Commons	1980	1980-06-25	That, inevitably, has had an effect on construction workers.	Only a week or so ago we were discussing the state of the British construction industry, in which close on 200,000 people are out of work.	Let us consider next the minimum lending rate.	In March 1977, as a result of political co-operation—[ Interruption. ] I am speaking of political cooperation and what it can achieve, not just carping from the Back Benches. The minimum lending rate then stood at 10·5 per cent.										precarious/unemployed	workers	non-RISS	economic	pro-group	unclear	intersectional			270179571
commons_1980_31403:005	Horse	97187126	2026-06-09T09:26:29.488490Z	2026-06-09T09:26:29.488504Z	24.177	House of Commons	1980	1980-06-25	That, inevitably, has had an effect on construction workers.	Only a week or so ago we were discussing the state of the British construction industry, in which close on 200,000 people are out of work.	Let us consider next the minimum lending rate.	In March 1977, as a result of political co-operation—[ Interruption. ] I am speaking of political cooperation and what it can achieve, not just carping from the Back Benches. The minimum lending rate then stood at 10·5 per cent.										precarious/unemployed		non-RISS	economic	pro-group	endorse				270179571
commons_1980_31403:005	Tiger	97161159	2026-06-08T19:49:26.415732Z	2026-06-08T19:49:26.415743Z	30.716	House of Commons	1980	1980-06-25	That, inevitably, has had an effect on construction workers.	Only a week or so ago we were discussing the state of the British construction industry, in which close on 200,000 people are out of work.	Let us consider next the minimum lending rate.	In March 1977, as a result of political co-operation—[ Interruption. ] I am speaking of political cooperation and what it can achieve, not just carping from the Back Benches. The minimum lending rate then stood at 10·5 per cent.																	no group appealed		270179571
commons_1980_36202:001	Horse	97185485	2026-06-09T09:03:40.591518Z	2026-06-09T09:03:40.591528Z	101.146	House of Commons	1980	1980-07-14	As I said in my reply to the hon Members for Lambeth, Central (Mr Tilley) and for Battersea, South (Mr Dubs) on 16 June, we do not consider that we should be justified in providing such a loan in the absence of an economic programme which has international support.	In the interests of brevity, Mr Deputy Speaker, I shall not follow the remarks of the hon Member for Dearne Valley (Mr Wainwright), except to say that all Conservative Members share the sympathy of all hon Members for those in the hon Member's constituency and elsewhere who may find themselves unemployed both at present and in the foreseeable future.	Having said that, and having got off to what I hope is a bipartisan start, I must add that I totally reject the terms of the Opposition's motion.	I do not believe for a moment that it is the Government's deliberate intention, or any part of their policy, to create mass unemployment. Equally, I support very strongly the terms of the Government's amendment to the motion, with one vital qualification, to which I hope my right hon Friend the Secretary of State will pay attention.										precarious/unemployed		non-RISS	economic	pro-group	endorse				270179572
commons_1980_36202:001	Zebra	96891528	2026-06-03T08:25:41.529895Z	2026-06-09T10:36:26.274530Z	56.092000000000006	House of Commons	1980	1980-07-14	As I said in my reply to the hon Members for Lambeth, Central (Mr Tilley) and for Battersea, South (Mr Dubs) on 16 June, we do not consider that we should be justified in providing such a loan in the absence of an economic programme which has international support.	In the interests of brevity, Mr Deputy Speaker, I shall not follow the remarks of the hon Member for Dearne Valley (Mr Wainwright), except to say that all Conservative Members share the sympathy of all hon Members for those in the hon Member's constituency and elsewhere who may find themselves unemployed both at present and in the foreseeable future.	Having said that, and having got off to what I hope is a bipartisan start, I must add that I totally reject the terms of the Opposition's motion.	I do not believe for a moment that it is the Government's deliberate intention, or any part of their policy, to create mass unemployment. Equally, I support very strongly the terms of the Government's amendment to the motion, with one vital qualification, to which I hope my right hon Friend the Secretary of State will pay attention.										precarious/unemployed		non-RISS	cultural	pro-group	reject				270179572
commons_1980_36202:001	Tiger	96840258	2026-06-02T11:05:01.568011Z	2026-06-09T09:23:49.204050Z	478.882	House of Commons	1980	1980-07-14	As I said in my reply to the hon Members for Lambeth, Central (Mr Tilley) and for Battersea, South (Mr Dubs) on 16 June, we do not consider that we should be justified in providing such a loan in the absence of an economic programme which has international support.	In the interests of brevity, Mr Deputy Speaker, I shall not follow the remarks of the hon Member for Dearne Valley (Mr Wainwright), except to say that all Conservative Members share the sympathy of all hon Members for those in the hon Member's constituency and elsewhere who may find themselves unemployed both at present and in the foreseeable future.	Having said that, and having got off to what I hope is a bipartisan start, I must add that I totally reject the terms of the Opposition's motion.	I do not believe for a moment that it is the Government's deliberate intention, or any part of their policy, to create mass unemployment. Equally, I support very strongly the terms of the Government's amendment to the motion, with one vital qualification, to which I hope my right hon Friend the Secretary of State will pay attention.											public sector						no group mentioned		270179572
commons_2025_24217:014	Horse	97183183	2026-06-09T08:34:44.258683Z	2026-06-09T08:34:44.258693Z	72.121	House of Commons	2025	2025-03-06	According to research by the non-governmental organisation Fair Game, the majority of the top 92 clubs in the game are technically insolvent, meaning their liabilities exceed their assets.	That is a precarious situation for any business to be in, but football clubs are not just any business; they are the foundation of many of our communities, and they bring many of us pride in the areas that we live in.	One of the clubs that might be technically insolvent is Reading football club, which has its home stadium in my constituency of Earley and Woodley.	Reading is one of the oldest clubs in England, and had previously been known for its good management. Now, after four winding-up petitions, five points deductions and persistent late tax payments, Reading sits on the brink.												non-RISS	cultural	pro-group	endorse				270179573
commons_2025_24217:014	Tiger	97159688	2026-06-08T18:55:16.208016Z	2026-06-08T18:55:16.208029Z	114.037	House of Commons	2025	2025-03-06	According to research by the non-governmental organisation Fair Game, the majority of the top 92 clubs in the game are technically insolvent, meaning their liabilities exceed their assets.	That is a precarious situation for any business to be in, but football clubs are not just any business; they are the foundation of many of our communities, and they bring many of us pride in the areas that we live in.	One of the clubs that might be technically insolvent is Reading football club, which has its home stadium in my constituency of Earley and Woodley.	Reading is one of the oldest clubs in England, and had previously been known for its good management. Now, after four winding-up petitions, five points deductions and persistent late tax payments, Reading sits on the brink.												non-RISS							270179573
commons_2025_24217:014	Zebra	96890754	2026-06-03T08:12:41.144134Z	2026-06-03T08:12:41.144143Z	73.214	House of Commons	2025	2025-03-06	According to research by the non-governmental organisation Fair Game, the majority of the top 92 clubs in the game are technically insolvent, meaning their liabilities exceed their assets.	That is a precarious situation for any business to be in, but football clubs are not just any business; they are the foundation of many of our communities, and they bring many of us pride in the areas that we live in.	One of the clubs that might be technically insolvent is Reading football club, which has its home stadium in my constituency of Earley and Woodley.	Reading is one of the oldest clubs in England, and had previously been known for its good management. Now, after four winding-up petitions, five points deductions and persistent late tax payments, Reading sits on the brink.												non-RISS							270179573
commons_2025_24217:014	team	96840574	2026-06-02T11:09:12.854492Z	2026-06-02T11:09:12.854506Z	59.506	House of Commons	2025	2025-03-06	According to research by the non-governmental organisation Fair Game, the majority of the top 92 clubs in the game are technically insolvent, meaning their liabilities exceed their assets.	That is a precarious situation for any business to be in, but football clubs are not just any business; they are the foundation of many of our communities, and they bring many of us pride in the areas that we live in.	One of the clubs that might be technically insolvent is Reading football club, which has its home stadium in my constituency of Earley and Woodley.	Reading is one of the oldest clubs in England, and had previously been known for its good management. Now, after four winding-up petitions, five points deductions and persistent late tax payments, Reading sits on the brink.												non-RISS							270179573
commons_2025_85990:013	Horse	97163517	2026-06-08T21:28:53.862576Z	2026-06-08T21:28:53.862586Z	19.761	House of Commons	2025	2025-11-04	That fact alone gives the City of London a moral and practical responsibility.	If we want to see fairer, faster and more transparent debt restructuring and prevent another lost decade for low-income countries, the UK is uniquely placed to lead.	Global debt reform will not happen in New York or Beijing unless it also happens in London.	In British International Investment—I declare an interest as a former employee—we have a leader among European development finance institutions, one that understands that development finance is not just about providing capital but about building markets. BII’s mission is to identify the bridges that must be built to get economic activity off the ground, create jobs and lift people out of poverty, while delivering a fair return, even when that return is concessional to the British taxpayer.																	no group mentioned		270179574
commons_2025_85990:013	Tiger	97159674	2026-06-08T18:54:26.019603Z	2026-06-08T18:54:26.019614Z	50.376	House of Commons	2025	2025-11-04	That fact alone gives the City of London a moral and practical responsibility.	If we want to see fairer, faster and more transparent debt restructuring and prevent another lost decade for low-income countries, the UK is uniquely placed to lead.	Global debt reform will not happen in New York or Beijing unless it also happens in London.	In British International Investment—I declare an interest as a former employee—we have a leader among European development finance institutions, one that understands that development finance is not just about providing capital but about building markets. BII’s mission is to identify the bridges that must be built to get economic activity off the ground, create jobs and lift people out of poverty, while delivering a fair return, even when that return is concessional to the British taxpayer.																	no group mentioned		270179574
commons_2025_85990:013	Zebra	96891301	2026-06-03T08:21:27.399855Z	2026-06-03T08:21:27.399866Z	17.597	House of Commons	2025	2025-11-04	That fact alone gives the City of London a moral and practical responsibility.	If we want to see fairer, faster and more transparent debt restructuring and prevent another lost decade for low-income countries, the UK is uniquely placed to lead.	Global debt reform will not happen in New York or Beijing unless it also happens in London.	In British International Investment—I declare an interest as a former employee—we have a leader among European development finance institutions, one that understands that development finance is not just about providing capital but about building markets. BII’s mission is to identify the bridges that must be built to get economic activity off the ground, create jobs and lift people out of poverty, while delivering a fair return, even when that return is concessional to the British taxpayer.												non-RISS							270179574
commons_2025_85990:013	team	96839906	2026-06-02T11:00:04.379437Z	2026-06-02T11:00:04.379449Z	29.28	House of Commons	2025	2025-11-04	That fact alone gives the City of London a moral and practical responsibility.	If we want to see fairer, faster and more transparent debt restructuring and prevent another lost decade for low-income countries, the UK is uniquely placed to lead.	Global debt reform will not happen in New York or Beijing unless it also happens in London.	In British International Investment—I declare an interest as a former employee—we have a leader among European development finance institutions, one that understands that development finance is not just about providing capital but about building markets. BII’s mission is to identify the bridges that must be built to get economic activity off the ground, create jobs and lift people out of poverty, while delivering a fair return, even when that return is concessional to the British taxpayer.																	no group mentioned		270179574
commons_1980_29865:006	Raven	97308147	2026-06-11T09:53:10.265121Z	2026-06-11T09:53:10.265134Z	34.038	House of Commons	1980	1980-06-18	It is predicted that the level of unemployment over the next few months will hit 2 million.	Various commentators are suggesting that unless the Government's policies are changed we shall have 2½ million unemployed in 12 months.	I suspect that changes are coming in any event.	The cheers that the Prime Minister and the Chancellor of the Exchequer get when they talk of creating an atmosphere that encourages entrepreneurs as their economic policy are not quite so full as they were 12 months ago shortly after the May 1979 election. Conservative Members must be starting to besiege the Department of Industry with pleas to save jobs in their constituencies.										precarious/unemployed		non-RISS	economic	pro-group	endorse				270179575
commons_1980_29865:006	Horse	97183085	2026-06-09T08:33:30.797312Z	2026-06-09T08:33:30.797321Z	156.604	House of Commons	1980	1980-06-18	It is predicted that the level of unemployment over the next few months will hit 2 million.	Various commentators are suggesting that unless the Government's policies are changed we shall have 2½ million unemployed in 12 months.	I suspect that changes are coming in any event.	The cheers that the Prime Minister and the Chancellor of the Exchequer get when they talk of creating an atmosphere that encourages entrepreneurs as their economic policy are not quite so full as they were 12 months ago shortly after the May 1979 election. Conservative Members must be starting to besiege the Department of Industry with pleas to save jobs in their constituencies.												non-RISS	economic	pro-group	endorse				270179575
commons_1980_29865:006	Tiger	97159153	2026-06-08T18:34:03.789091Z	2026-06-08T18:34:03.789101Z	142.423	House of Commons	1980	1980-06-18	It is predicted that the level of unemployment over the next few months will hit 2 million.	Various commentators are suggesting that unless the Government's policies are changed we shall have 2½ million unemployed in 12 months.	I suspect that changes are coming in any event.	The cheers that the Prime Minister and the Chancellor of the Exchequer get when they talk of creating an atmosphere that encourages entrepreneurs as their economic policy are not quite so full as they were 12 months ago shortly after the May 1979 election. Conservative Members must be starting to besiege the Department of Industry with pleas to save jobs in their constituencies.										precarious/unemployed			economic	pro-group	endorse				270179575
commons_1980_29865:006	Zebra	96891273	2026-06-03T08:20:57.812742Z	2026-06-03T08:21:06.945651Z	93.505	House of Commons	1980	1980-06-18	It is predicted that the level of unemployment over the next few months will hit 2 million.	Various commentators are suggesting that unless the Government's policies are changed we shall have 2½ million unemployed in 12 months.	I suspect that changes are coming in any event.	The cheers that the Prime Minister and the Chancellor of the Exchequer get when they talk of creating an atmosphere that encourages entrepreneurs as their economic policy are not quite so full as they were 12 months ago shortly after the May 1979 election. Conservative Members must be starting to besiege the Department of Industry with pleas to save jobs in their constituencies.												non-RISS							270179575
commons_1980_29865:006	team	96840089	2026-06-02T11:02:35.315547Z	2026-06-02T11:02:35.315558Z	149.342	House of Commons	1980	1980-06-18	It is predicted that the level of unemployment over the next few months will hit 2 million.	Various commentators are suggesting that unless the Government's policies are changed we shall have 2½ million unemployed in 12 months.	I suspect that changes are coming in any event.	The cheers that the Prime Minister and the Chancellor of the Exchequer get when they talk of creating an atmosphere that encourages entrepreneurs as their economic policy are not quite so full as they were 12 months ago shortly after the May 1979 election. Conservative Members must be starting to besiege the Department of Industry with pleas to save jobs in their constituencies.																	no group appealed		270179575
commons_2026_11142:013	Tiger	97158676	2026-06-08T18:13:13.255714Z	2026-06-08T18:13:13.255728Z	61.329	House of Commons	2026	2026-02-02	If the UK wants to lead, the Government should aim to arrive at the first Conference of the Parties with a clear plan for implementation, and I suggest that the plan should include the publication of a proper implementation road map including timelines, responsibilities and funding, so that delivery does not drift.	We should back our world-leading scientific institutions, such as the National Oceanography Centre, the British Antarctic Survey and the Centre for Environment, Fisheries and Aquaculture Science.	They should be fully supported to provide the evidence, training and technology transfers on which this treaty depends.	We should strengthen enforcement using our satellite-monitoring capability and our experience in monitoring vast protected areas in the overseas territories. As a priority, we should get our own maritime house in order.																	no group mentioned		270179576
commons_2026_11142:013	team	97152644	2026-06-08T15:07:51.504642Z	2026-06-08T15:07:51.504652Z	108.453	House of Commons	2026	2026-02-02	If the UK wants to lead, the Government should aim to arrive at the first Conference of the Parties with a clear plan for implementation, and I suggest that the plan should include the publication of a proper implementation road map including timelines, responsibilities and funding, so that delivery does not drift.	We should back our world-leading scientific institutions, such as the National Oceanography Centre, the British Antarctic Survey and the Centre for Environment, Fisheries and Aquaculture Science.	They should be fully supported to provide the evidence, training and technology transfers on which this treaty depends.	We should strengthen enforcement using our satellite-monitoring capability and our experience in monitoring vast protected areas in the overseas territories. As a priority, we should get our own maritime house in order.																	no group mentioned		270179576
commons_2026_11142:013	Zebra	96890440	2026-06-03T08:07:38.626081Z	2026-06-09T10:45:03.554034Z	206.028	House of Commons	2026	2026-02-02	If the UK wants to lead, the Government should aim to arrive at the first Conference of the Parties with a clear plan for implementation, and I suggest that the plan should include the publication of a proper implementation road map including timelines, responsibilities and funding, so that delivery does not drift.	We should back our world-leading scientific institutions, such as the National Oceanography Centre, the British Antarctic Survey and the Centre for Environment, Fisheries and Aquaculture Science.	They should be fully supported to provide the evidence, training and technology transfers on which this treaty depends.	We should strengthen enforcement using our satellite-monitoring capability and our experience in monitoring vast protected areas in the overseas territories. As a priority, we should get our own maritime house in order.									educated		educators		unclear	pro-group	endorse				270179576
commons_2026_11142:013	Horse	96840107	2026-06-02T11:02:47.298294Z	2026-06-02T11:02:47.298305Z	62.319	House of Commons	2026	2026-02-02	If the UK wants to lead, the Government should aim to arrive at the first Conference of the Parties with a clear plan for implementation, and I suggest that the plan should include the publication of a proper implementation road map including timelines, responsibilities and funding, so that delivery does not drift.	We should back our world-leading scientific institutions, such as the National Oceanography Centre, the British Antarctic Survey and the Centre for Environment, Fisheries and Aquaculture Science.	They should be fully supported to provide the evidence, training and technology transfers on which this treaty depends.	We should strengthen enforcement using our satellite-monitoring capability and our experience in monitoring vast protected areas in the overseas territories. As a priority, we should get our own maritime house in order.												non-RISS					no group appealed		270179576
lords_1980_24467:016	Horse	97182904	2026-06-09T08:30:14.216493Z	2026-06-09T08:30:14.216507Z	24.228	House of Lords	1980	1980-12-09	My Lords, I should like to refer briefly particularly to paragraphs 21 and 22 of the report, and to the position of the United Kingdom insurers' business outside the EEC, on which the noble Lord, Lord Banks, made some pertinent observations.	This world-wide business is of course very large and very important to the British insurance market.	It is much more important than British insurance business in the other EEC countries.	On this question—the question of geo-graphic limitation—the directive is perhaps naturally silent. Presumably, a directive from Brussels could not directly affect non-EEC business, and would therefore cover only business where both insurer and insured were within the EEC.																	no group appealed		270179577
lords_1980_24467:016	Tiger	97159764	2026-06-08T18:59:10.019612Z	2026-06-08T18:59:10.019625Z	30.93	House of Lords	1980	1980-12-09	My Lords, I should like to refer briefly particularly to paragraphs 21 and 22 of the report, and to the position of the United Kingdom insurers' business outside the EEC, on which the noble Lord, Lord Banks, made some pertinent observations.	This world-wide business is of course very large and very important to the British insurance market.	It is much more important than British insurance business in the other EEC countries.	On this question—the question of geo-graphic limitation—the directive is perhaps naturally silent. Presumably, a directive from Brussels could not directly affect non-EEC business, and would therefore cover only business where both insurer and insured were within the EEC.																	no group mentioned		270179577
lords_1980_24467:016	Zebra	96890670	2026-06-03T08:11:26.802471Z	2026-06-03T08:11:26.802486Z	10.857	House of Lords	1980	1980-12-09	My Lords, I should like to refer briefly particularly to paragraphs 21 and 22 of the report, and to the position of the United Kingdom insurers' business outside the EEC, on which the noble Lord, Lord Banks, made some pertinent observations.	This world-wide business is of course very large and very important to the British insurance market.	It is much more important than British insurance business in the other EEC countries.	On this question—the question of geo-graphic limitation—the directive is perhaps naturally silent. Presumably, a directive from Brussels could not directly affect non-EEC business, and would therefore cover only business where both insurer and insured were within the EEC.																	no group mentioned		270179577
lords_1980_24467:016	team	96840132	2026-06-02T11:03:11.138177Z	2026-06-02T11:03:11.138188Z	34.29	House of Lords	1980	1980-12-09	My Lords, I should like to refer briefly particularly to paragraphs 21 and 22 of the report, and to the position of the United Kingdom insurers' business outside the EEC, on which the noble Lord, Lord Banks, made some pertinent observations.	This world-wide business is of course very large and very important to the British insurance market.	It is much more important than British insurance business in the other EEC countries.	On this question—the question of geo-graphic limitation—the directive is perhaps naturally silent. Presumably, a directive from Brussels could not directly affect non-EEC business, and would therefore cover only business where both insurer and insured were within the EEC.																	no group mentioned		270179577
lords_2025_05498:016	Tiger	97159218	2026-06-08T18:36:46.899917Z	2026-06-08T18:36:46.899927Z	161.875	House of Lords	2025	2025-02-13	However, on illegal immigration, were any specific undertakings secured in Brussels to combat this criminal trade?	Did perhaps the Prime Minister meet Prime Minister Meloni and ask her about her initiatives to process would-be migrants offshore?	Or rather, did he perhaps give Giorgia Meloni a copy of a lecture by the noble and learned Lord the Attorney-General and warn Italy not to try to make her own laws?	Will the noble Baroness guarantee that the reset will not result in any return to EU legal frameworks, such as jurisdiction of the ECJ in UK immigration or security policies? We hear a lot in this Chamber, not least from the Leader, about the need to follow every dot and comma of the Labour manifesto.											public sector					opposed groups			270179578
