annotator	sent_id	updated_at	group_mentioned	group_appealed	intersectional	multiple_groups	opposed_groups	pejorative	group_tags	reasoning	polarity	stance	text	left_context	right_context	further_context	year	date	disagreement
gold	commons_2025_27283:002	2026-07-07	yes	yes	no	no	no	no	['AGE_YOUNG']	REASONING_ECONOMIC	POLARITY_PRO_GROUP	STANCE_ENDORSE	It is interesting that the shadow Minister points out the differential rates of pay between young people and older people, because we have just had the Employment Rights Bill going through Parliament, during which Conservative Members were absolutely incandescent that we might seek to raise the pay of young people, equalise it and recognise fair rates of pay regardless of age.	That is not what I am rising to my feet to say.	I am interested in that 2015 report.	The hon Gentleman said “a lot of people”; was that the actual wording in the report?	2025	2025-03-13	3
gold	commons_2025_27716:002	2026-07-07	no	NA	NA	NA	NA	NA	['NA']	NA	NA	NA	A part of the British isles was liberated in May 1945, which was described by Sir Winston Churchill as “our dear Channel Islands”.	I commend the Minister for her statement, which will be truly welcomed by the people of Romford, many of whom served in His Majesty’s and Her Majesty’s armed forces—including my own father, Frederick William Rosindell, who served in the Royal Air Force in the second world war.	I did not hear any mention today of the Channel Islands in the Minister’s statement.	Some 66,000 British subjects were liberated in Jersey, Guernsey, Alderney and Sark, and 6,000 members of the British forces landed there as part of Operation Nest Egg—taskforce 135. There is no actual commemoration for those people who liberated those cherished British islands in the English channel.	2025	2025-03-13	0
gold	commons_2025_28143:030	2026-07-07	yes	yes	no	no	no	no	['AGE_CHILDREN']	REASONING_CULTURAL	POLARITY_PRO_GROUP	STANCE_ENDORSE	New clause 8 removes the ambiguity created by the “reasonable punishment” defence and will allow children and adults to come forward more readily to report abuse.	Instead, changing the law is about giving parents, children and professionals clarity, while improving the toolbox parents have to positively raise their child.	A clearer legal framework also makes it easier for professionals like social workers to do their jobs in the best interests of children.	New clause 8 will not, on its own, be able to stop cases like Sara Sharif’s, but it will certainly ensure that the threat of violence many children face will no longer be given the pretence of legal cover. We cannot afford to delay action.	2025	2025-03-17	3
gold	commons_2025_30322:003	2026-07-07	yes	yes	no	yes	no	no	['AGE_MATURE', 'DIS_OTHER']	REASONING_ECONOMIC	POLARITY_PRO_GROUP	STANCE_ENDORSE	We are supporting the hospice sector with a £100 million increase for adult and children’s hospices, to ensure that they have the best physical environment for care, and £26 million of revenue to support hospices for children and young people.	The Government recognise the vital role that hospices play in supporting people at the end of life, and their families, and they also recognise the range of cost pressures that the hospice sector has been facing over a number of years.	The £100 million will go towards helping hospices to improve their buildings, equipment and accommodation, to ensure that patients continue to receive the best possible care.	---	2025	2025-03-19	4
gold	commons_2025_31137:003	2026-07-07	yes	yes	no	no	no	no	['GEO_REGION']	REASONING_BOTH	POLARITY_PRO_GROUP	STANCE_ENDORSE	Coastal communities are central to our cultural identity, our national heritage and, of course, our economy, yet time and again they have been overlooked by Governments in London.	Great Britain is an island nation with a proud maritime history.	From under-investment in infrastructure and transport to the devastating impact of water pollution and the broken business rates system, coastal communities face unique challenges that require targeted solutions.	It is time for proper investment, fairer funding and a real plan for the future. My constituency of West Dorset is home to the famous Jurassic coast—a UNESCO world heritage site—and as in many coastal communities, tourism is an essential industry for the area, but it also places increased strains on local infrastructure, public services and emergency response teams.	2025	2025-03-20	2
gold	commons_2025_31895:009	2026-07-07	yes	yes	no	no	no	no	['DIS_OTHER']	REASONING_ECONOMIC	POLARITY_PRO_GROUP	STANCE_ENDORSE	We welcome investment in improving patient outcomes.	Urgent treatment following a cancer diagnosis is vital for improving patient outcomes.	That is why we welcome this investment by BioNTech UK, which has previously worked on immunotherapies, oncology, infectious diseases, vaccines—including covid vaccines—and AI-driven drug discovery, and is now funding the expansion of its research and development and AI activity.	We, of course, support funding in research and development, especially in healthcare and the life sciences. How will the Government monitor BioNTech’s use of this funding to ensure it delivers high-quality jobs and innovation for the UK and the UK economy?	2025	2025-03-24	3
gold	commons_2025_33656:027	2026-07-07	no	NA	NA	NA	NA	NA	['NA']	NA	NA	NA	They will have seen their schools being able to provide less and less, and seen insecure work, low pay and zero-hours contracts for their parents.	I say that because some of the people who are enslaved will have grown up under austerity and seen their Sure Start centres and youth centres cut.	They will be living in homes that have not been properly regulated.	They have grown up with significant vulnerability. When people grow up with significant vulnerability, they are so susceptible to enslavement— I have seen it with my own eyes.	2025	2025-03-27	1
gold	commons_2025_34857:007	2026-07-07	yes	yes	yes	no	no	no	['AGE_SCHOOL', 'GEN_SOGI_LGB']	REASONING_CULTURAL	POLARITY_PRO_GROUP	STANCE_ENDORSE	It is crucial that these lessons also include information about inclusivity and the needs of LGBT students.	We Liberal Democrats have long supported comprehensive, inclusive and evidence-based relationship education in our schools.	The well-documented Ofsted review in 2021 revealed shocking levels of sexual harassment in UK schools; indeed, it found that sexual harassment was so widespread that it must be addressed for all children and young people.	The review highlighted several key issues. One of the biggest concerns was that students did not feel the need to report harassment because they saw it as normal.	2025	2025-04-01	3
gold	commons_2025_35306:026	2026-07-07	no	NA	NA	NA	NA	NA	['NA']	NA	NA	NA	They raise a serious question of policy: in the pursuit of equality of outcome for different religions and races, should we treat them differently before the eyes of the law and move so far away from an ideal that has underpinned justice in this country for centuries?	While change can feel slow and must accelerate, my view is that despite the noble intentions behind these guidelines, in attempting to address inequalities in our justice system they sacrifice too much.	On this, I am clear: all must be equal before the law.	I know there will be disagreement in this House with regard to the correct policy to pursue. There have been, as I have noted, differences of opinion among the Opposition.	2025	2025-04-01	1
gold	commons_2025_37416:012	2026-07-07	no	NA	NA	NA	NA	NA	['NA']	NA	NA	NA	Indeed, the name of this place in Welsh is San Steffan, not Westminster, which is a reminder to me when I walk in through the entrance to this place.	I am conscious of the example of my namesake, Stephen, which the hon and learned Member for North Antrim (Jim Allister) reflected on.	I remember asking my mum as a young child why I was called Stephen and what was the story, and reading about the horrific persecution and death that St Stephen endured.	I am also privileged to represent Cardiff South and Penarth, a constituency rich in religious diversity and tolerance. Its Christian communities encompass Catholic, Protestant, Greek Orthodox, Nigerian Pentecostal—every kind of church and chapel—which represents its diversity and wonder.	2025	2025-04-08	1
gold	commons_2025_39455:006	2026-07-07	yes	yes	yes	no	no	no	['FAM_MOTHER', 'GEN_SOGI_LGB']	REASONING_CULTURAL	POLARITY_PRO_GROUP	STANCE_ENDORSE	There have always been lesbian mums.	I could talk about the advances made by Labour Governments or the advances we hope for from this Labour Government, but instead I want to talk about a subject very close to my heart, the subject of this year’s Lesbian Visibility Week: being a mama.	So many of us feel the urge to parent and to mother, often—sometimes in the past, sometimes today—in the face of huge homophobia and abuse, as well as practical obstacles.	Indeed, a Radio 4 documentary in December, “The Lesbian Mothers Scandal”, set out how homophobic judges removed children from their mums simply because they were lesbians and sometimes gave custody of the children to abusive fathers. These women, who are now in their 70s and 80s, deserve an apology for the actions of the courts and the family court system.	2025	2025-04-24	11
gold	commons_2025_41944:027	2026-07-07	yes	no	NA	NA	NA	NA	['NA']	NA	NA	NA	In written evidence to the International Development Committee, the organisation also testified that the expansion of violence in major conflict zones has coincided with rising attacks on humanitarian operations, particularly health facilities, camps for refugees and internally displaced people, and aid offices.	Insecurity Insight has calculated that instances of drone-delivered explosives directed by named state forces towards aid or health programmes rose by a factor of 25 between 2022 and 2024.	There have been far too many horrifying examples.	Last year in Sudan, the ICRC lost two drivers to gunmen, and the World Food Programme lost three aid workers following aerial bombardment. Gaza has been by far the deadliest single location for aid workers, with over 212 losing their lives in the strip last year.	2025	2025-04-30	1
gold	commons_2025_43918:020	2026-07-07	yes	no	NA	NA	NA	NA	['NA']	NA	NA	NA	This is where someone from a working-class background can rise to become Prime Minister, and where a British Hindu can hold the highest office in our country as Prime Minister.	We are proud to be a nation that fosters opportunity and aspiration for all.	On a personal note, it is a great source of pride for me to be responding to this debate as a Minister of the Crown.	I say that as someone who was born in Bangladesh, was elected as Britain’s first Bangladeshi-origin MP—and whose father was born in 1937, was 10 years old during partition, at the end of empire, and came to this country in the 1960s to work here and make a life for himself. It is a great source of pride that Englishness and Britishness is about all of us, and that I and others in this House can feel that we too belong and are English as well as British, alongside our multiple identities, as my hon Friend the Member for Newcastle-under-Lyme demonstrated when talking about his heritage and background.	2025	2025-05-08	1
gold	commons_2025_45768:004	2026-07-07	yes	no	NA	NA	NA	NA	['NA']	NA	NA	NA	Let it tell that to my constituents, who see glass bottles in black sack fly-tips in parks, or dropped in little piles on streets where people have been street drinking, every day.	The glass industry says that it does not support the policy and that glass is more recyclable than other products.	In fact, just 43% of glass is recycled back into bottles.	The glass industry also says that glass is being treated unfairly compared with plastic and cans, but plastic and cans will be included in the deposit return scheme, as we have already heard. Glass had the opportunity to be part of the scheme and the industry lobbied hard not be included.	2025	2025-05-14	2
gold	commons_2025_46118:015	2026-07-07	no	NA	NA	NA	NA	NA	['NA']	NA	NA	NA	As a result, they may be taken from their mothers too soon and imported at far too young an age, before receiving essential vaccinations, such as for rabies, putting both animals and humans at risk.	That is particularly important in the case of very young puppies, whose age can be difficulty to verify.	I also welcome the vital prohibition on importing heavily pregnant dogs and cats—those more than 42 days pregnant.	The stress of a long journey can impact the health of both the mother and her unborn young. Heavily pregnant animals require more frequent toilet breaks and are at higher risk of overheating, and the physical stress can compromise their respiratory health.	2025	2025-05-14	1
gold	commons_2025_47245:002	2026-07-07	yes	yes	no	no	no	no	['GEO_RURAL']	REASONING_ECONOMIC	POLARITY_PRO_GROUP	STANCE_ENDORSE	There is a lack of compensation for rural communities and no offer of lower energy bills or a discount on offsetting the cost of energy.	I could not agree more with what my hon Friend said.	These local communities will sacrifice their green spaces, livelihoods and way of life for energy that will not give them a direct benefit.	In Lincolnshire, this issue has a huge impact. We see solar applications in constituencies, particularly in the constituency of my hon Friend the Member for Sleaford and North Hykeham, where they cover 7% of the overall available land.	2025	2025-05-15	0
gold	commons_2025_48774:004	2026-07-07	no	NA	NA	NA	NA	NA	['NA']	NA	NA	NA	What we are doing on trade deals, particularly with the US, hugely supports our aerospace sector, along with the increased spending on defence to 2.5% of GDP, which helps to invest in Great British firms and, indeed, in Great British steel.	I was at Rolls Royce in Derby just last week.	---	---	2025	2025-05-20	1
gold	commons_2025_49039:019	2026-07-07	no	NA	NA	NA	NA	NA	['NA']	NA	NA	NA	Liz, who received an MBE for her services to education, continues to be a pillar of our community despite her diagnosis.	Over a cup of tea in February, they shared their experiences and highlighted the urgent need for better Parkinson’s care in Kirklees.	Together they have organised local events, including a Parkinson’s choir that brings joy and support to many.	Following our meeting, I wrote to Kirklees council and Calderdale and Huddersfield NHS foundation trust to ask what more can be done. I also contacted the Department of Health and Social Care regarding regular consultations and better medication management, and the Minister informed me that the neurology service specification is being updated, and will be published later this year.	2025	2025-05-21	0
gold	commons_2025_50595:042	2026-07-07	yes	yes	no	no	no	no	['GEN_WOMEN']	REASONING_CULTURAL	POLARITY_PRO_GROUP	STANCE_ENDORSE	We are lucky enough to live somewhere where abortion is accessible to the vast majority of women—and rightly so.	Will the Minister comment on the likelihood of that leaving a regulatory gap?	We must ensure that we preserve that, particularly given the current political climate in the world.	I would also expect any proposed changes on this subject to be consulted on and to include input from the sector, the essential work of which is underpinned by the current settlement. I am staunchly pro-choice, and as much as I believe that future reforms on abortion provision are needed, we must not lose sight of the current moral imperative and its urgency: vulnerable women being dragged from hospital bed to police cell on suspicion of ending their own pregnancies.	2025	2025-06-02	0
gold	commons_2025_54175:006	2026-07-07	yes	no	NA	NA	NA	NA	['NA']	NA	NA	NA	Indeed, as part of the Northern Ireland Affairs Committee, I recently heard evidence in Northern Ireland and here about some of the ongoing challenges of violence against journalists.	I also note what the Minister said about the ongoing challenges of delivering justice in Northern Ireland.	Those incidents highlight the ongoing challenges to conducting jury trials in a very small number of sensitive cases in Northern Ireland.	Given those circumstances, we fully accept that extending the provisions for a further two years is necessary. However, it is our sincere hope—I am sure that it is the sincere hope of everybody on the Committee—that this may just be the final time that the measures have to be extended.	2025	2025-06-09	1
gold	commons_2025_55208:018	2026-07-07	yes	yes	no	no	no	no	['GEN_WOMEN']	REASONING_CULTURAL	POLARITY_PRO_GROUP	STANCE_ENDORSE	For too long, women and vulnerable people have been trapped in sexual exploitation under the guise of prostitution.	The profit that criminals are making from that exploitation makes it even more sickening.	The daily abuse that they suffer is truly horrific, and my hon Friend spoke to that.	Any individual who wants to leave prostitution, or who has been sexually exploited, must be given the opportunities to find routes out and to recover. Let us be clear about the scale of this problem; the nature of it makes it difficult to accurately estimate the numbers, but it is something that we have looked at.	2025	2025-06-10	1
gold	commons_2025_56007:002	2026-07-07	yes	yes	no	no	no	no	['GEN_WOMEN']	REASONING_BOTH	POLARITY_PRO_GROUP	STANCE_ENDORSE	I know that this Labour Government will ensure that everyone in every part of the country benefits, including women.	I welcome this brilliant investment in our NHS, which will also be welcomed by my constituents.	Last year, I highlighted that women in Norfolk face the longest waits in the country for gynaecological care, with hundreds waiting more than a year for treatment for conditions such as endometriosis.	Can the Minister assure me that as we advance these plans for the NHS, we will ensure that we tackle those waiting lists? Far too many women are paying the price for years of inaction under the Conservatives.	2025	2025-06-12	3
gold	commons_2025_56721:058	2026-07-07	yes	no	NA	NA	NA	NA	['NA']	NA	NA	NA	They are straight from the heart, and from the heart of us all, because we are here to work on behalf of our constituents.	I try to do things in a respectful way, and hope my questions have not been too hard to answer.	The stories that I bring to this Chamber are those of my constituents, and the hon Member for Eastbourne brings the stories of his constituents.	The hon Member for Leicester South (Shockat Adam) told us three or four different stories about vision, which is not something we hear about often, but those are the true, everyday experiences of his constituents. We need something in response to that.	2025	2025-06-12	2
gold	commons_2025_56913:018	2026-07-07	yes	no	NA	NA	NA	NA	['NA']	NA	NA	NA	On having been given the drugs, patients in nine cases in Oregon in 2023 had reawakened later.	Where we did, we found a history of seizures, vomiting and prolonged deaths.	How they felt in the intervening time is difficult for us to know.	In Washington, a 2018 report found that 31% of patients took more than 90 minutes to die. I also remind hon Members that an absence of evidence that things are not going well is not evidence of an absence of things going wrong.	2025	2025-06-13	0
gold	commons_2025_57793:005	2026-07-07	no	NA	NA	NA	NA	NA	['NA']	NA	NA	NA	I am sure that her late father is watching her carefully.	I commend her for raising an issue that I know is very personal to her, as she has articulated so well.	She was also right to support her constituent Peter by raising this issue, which affects so many men, and to highlight the number of black and minority ethnic men presenting with the disease.	That is something on which we have all campaigned very strongly. Timely and equitable diagnosis and access to innovative medicines for the treatment of prostate cancer are of the utmost importance.	2025	2025-06-17	0
gold	commons_2025_57903:035	2026-07-07	yes	no	NA	NA	NA	NA	['NA']	NA	NA	NA	Originally, the Bill excluded only patients detained under the Mental Health Act from being classified as informal patients eligible for IMHA services, but some patients might be detained under other laws or court orders, such as criminal justice laws, which the original wording did not cover.	In simple terms, those amendments try to address the issue of clarity and coverage for patients detained under other laws, and I believe that this is how they do that.	The amendments change the definition to exclude anyone detained under any legislation or by a court, not just the Mental Health Act.	In practice, this means that patients detained under other laws will not mistakenly be considered informal patients eligible for IMHA services under this part of the Bill. The proposals close a gap so that the right groups get advocacy services, and there is less confusion for hospitals and advocates about who qualifies.	2025	2025-06-17	0
gold	commons_2025_57911:008	2026-07-07	yes	no	NA	NA	NA	NA	['NA']	NA	NA	NA	The new renewal periods will not apply to part III patients, except in very specific circumstances when an unrestricted patient changes status.	Clause 29 will mean that patients detained for treatment have their detention reviewed three times—up from twice—in the first year: at three, six and twelve months from the date of detention.	I commend the clause to the Committee.	---	2025	2025-06-17	1
gold	commons_2025_58248:067	2026-07-07	yes	no	NA	NA	NA	NA	['NA']	NA	NA	NA	Glenn Youens: I think it is down to the families.	Yes, I agree with forcing people.	In our case, Aidan McAteer and Dean Brennan asked if they could not come to court; they wanted to do it by video link.	And the judge said, “No, you have to be there. You have to attend.”	2025	2025-06-17	1
gold	commons_2025_58912:020	2026-07-07	no	NA	NA	NA	NA	NA	['NA']	NA	NA	NA	Jimmy Lai’s staunch criticism of the Chinese Government led to his arrest in 2020.	But what we do, or try to do—the Minister and the Government do this all the time—is exercise the diplomacy that we need to.	His story is a rallying point for those defending democratic values and human rights in the face of increasing authoritarianism.	His trial began in December 2023, with his son Sebastien fighting for his release. Jimmy Lai testified for 52 days.	2025	2025-06-18	1
gold	commons_2025_64086:034	2026-07-07	yes	yes	no	no	no	no	['AGE_SCHOOL']	REASONING_CULTURAL	POLARITY_PRO_GROUP	STANCE_ENDORSE	That is part of the reason why the Liberal Democrats believe that art subjects, such as music, fine art and photography, should be included in the English baccalaureate, so that students do not have to choose between that false dichotomy of STEM and creative subjects, particularly music, and do not have to narrow down their options so early in school.	If children are interested in music or show talent, they should be able to pursue that just like they would in any other subject.	The Britten Sinfonia in Cambridge is the only professional orchestra in the east of England.	It has historically done some excellent outreach work at schools in the area, including at Impington Village college in my constituency, leading workshops and mentoring to improve the standard of the school’s orchestra and, in doing so, widen access. In 2023, it had its Arts Council England funding completely cut.	2025	2025-07-03	3
gold	commons_2025_64655:004	2026-07-07	yes	yes	yes	no	yes	no	['ETH_MIN', 'GEN_MEN']	REASONING_CULTURAL	POLARITY_PRO_GROUP	STANCE_ENDORSE	It cannot be right in this decade of the 21st century that black men are twice as likely as white men to die of prostate cancer.	He is also right to highlight the racial inequalities in this area.	The national cancer plan will come out later this year, and the screening committee is looking at the case he makes.	He will find at the centre of the 10-year plan a commitment not just to diagnose earlier and treat faster, but to tackle the gross health inequalities that blight our society in a way that is simply not tolerable in the 21st century.	2025	2025-07-03	4
gold	commons_2025_64967:010	2026-07-07	no	NA	NA	NA	NA	NA	['NA']	NA	NA	NA	I will tell hon Members who the best pension adviser I ever had was: my mum.	The fact is that pension advisers were almost unheard of then.	When I was 18, she took me down to the pension man in Ballywalter.	She said, “You need a pension.” I said, “Mum, I’m only 18.	2025	2025-07-07	1
gold	commons_2025_65714:044	2026-07-07	yes	yes	yes	no	no	no	['DIS_DIS', 'FAM_PARENT']	REASONING_CULTURAL	POLARITY_PRO_GROUP	STANCE_ENDORSE	The challenges faced by parents of children with regression disorder speak to a wider point: people with learning disabilities can be treated differently by our healthcare system, with their needs all too readily overlooked and their symptoms far too often attributed to their disability by clinicians who simply do not know them.	I do not say that to criticise healthcare professionals, but rather to highlight that they need to be given the right tools for the job—the right guidance and training—and to suggest that doctors should be able to say, “I do not know what this is,” when faced with a seemingly unique condition, instead of attempting to rule out every practical possibility.	As we all know, if a neurotypical child stopped eating and speaking overnight, or if they became incontinent, catatonic and lost all their personality, they would be in an ambulance straight to the hospital and it would be treated as a medical emergency.	I am glad that the Minister is here today to hear these testimonies, and some that my other colleagues will be sharing, because it is important that we understand the terrible effects of this condition. I do not think it is an exaggeration to say that Down’s syndrome regression disorder is destroying lives.	2025	2025-07-08	4
gold	commons_2025_69336:003	2026-07-07	no	NA	NA	NA	NA	NA	['NA']	NA	NA	NA	Friend the Member for North Northumberland (David Smith) for securing this debate and for his dedicated work, both before he entered this place and now as the Prime Minister’s special envoy for freedom of religion or belief.	I thank my hon	The strong views shared across the House today show just how important this issue is to so many of us.	I welcome the chance to respond to the points raised and to restate the Government’s commitment to defending freedom of religion or belief. That commitment was reinforced just last week with the launch of the UK’s approach to FORB, which puts this work at the very heart of our foreign policy.	2025	2025-07-17	0
gold	commons_2025_73202:005	2026-07-07	yes	yes	no	no	no	no	['OCC_OESCH_2']	REASONING_ECONOMIC	POLARITY_PRO_GROUP	STANCE_ENDORSE	In light of that and the terrible summer harvest, will the Secretary of State do farmers a favour for once and rule out a new wealth tax on farmland in the next Budget—yes or no?	Yesterday, the Governor of the Bank of England told the Treasury Committee that the rise in food prices was due in part to measures in the last Budget placing higher costs on food businesses.	---	---	2025	2025-09-04	1
gold	commons_2025_74600:015	2026-07-07	yes	yes	yes	no	no	no	['GEN_WOMEN']	REASONING_ECONOMIC	POLARITY_PRO_GROUP	STANCE_ENDORSE	I firmly believe that the Equality Act is vital, and potentially more so for women with autism than men, because workplace norms are gendered.	That is not to minimise the experience of people with autism.	A blunt male colleague may be described as being straight-talking, efficient or assertive, whereas a woman in that circumstance is far more often judged to be rude and abrupt.	Human resources studies show that women are much more likely to receive criticism about their tone or communication style. I sometimes worry that our debates focus a bit too much on misery rather than success and happiness—I am not just talking about this debate; I think it is a matter right across this place—and I do not want any child who has received a diagnosis to think that they cannot go on to have a really successful life, so it is really important that we highlight those positive role models.	2025	2025-09-09	5
gold	commons_2025_78016:014	2026-07-07	yes	no	NA	NA	NA	NA	['NA']	NA	NA	NA	Reflecting on my time in local government, I had the opportunity to serve with people with very senior public and private sector leadership experience who steered the strategy of the local authority to deliver for local residents.	Sir John, you will perhaps call to mind Lord Porter, formerly Gary Porter of South Holland, as one of those many local leaders whose approach and insight really shaped the nature of that local community.	To be told that the Government’s view is that they are to be mere community convenors, and they are not to have a role in that strategic leadership, is frankly insulting to the work that so many of our local leaders do.	The value of that was spelled out very clearly in our evidence session. I was particularly struck by Councillor Bev Craig, the Labour group lead and LGA vice-chair at the Local Government Association, who talked about how the Greater Manchester model worked because of that local leadership and the power of those individuals to come to the table and drive forward devolution, efficiency and service quality.	2025	2025-10-14	1
gold	commons_2025_78857:003	2026-07-07	yes	yes	no	no	no	no	['MIG_DESCENDANT']	REASONING_CULTURAL	POLARITY_PRO_GROUP	STANCE_ENDORSE	I am a second-generation immigrant, born in this country, and people like me and so many of our constituents have every right to be here.	I thank the Prime Minister for his strong words at our party conference in calling for unity at a time when many feel that our country is divided, and in rightly calling out racism.	No one should face hatred because of the colour of their skin.	Does the Prime Minister agree that some of those on the Opposition Benches who seek to stoke division and keep close company with those who accept Russian bribes cannot and should not be trusted to govern this country?	2025	2025-10-15	0
gold	commons_2025_80060:003	2026-07-07	yes	yes	no	no	no	no	['MIG_REFUGEE']	REASONING_CULTURAL	POLARITY_PRO_GROUP	STANCE_ENDORSE	We have to take our fair share of refugees.	That is an absurd proposition.	We take fewer than other European countries, and a responsible approach to this issue accepts that there is not an obligation to claim asylum in any particular country.	The question is whether we are taking our fair share and complying with our international obligations—which, as I have said, the UK-France deal will achieve if it can be scaled up. Most people want a fair, competent asylum system that processes claims in months rather than years, with a sustainable asylum support system that ultimately upholds the values that make us who we are as a nation.	2025	2025-10-20	1
gold	commons_2025_82352:001	2026-07-07	yes	no	NA	NA	NA	NA	['NA']	NA	NA	NA	My remarks will be influenced by my membership of the Health and Social Care Committee, and by the fact that I am the vice-chair of the all-party parliamentary group on black health.	---	Also, like my hon Friend the Member for Leyton and Wanstead (Mr Bailey), I have the pleasure of being a trade envoy: for Morocco and francophone west Africa.	We share a great interest in that continent. I will focus my remarks on health.	2025	2025-10-23	2
gold	commons_2025_82407:003	2026-07-07	yes	yes	no	no	no	no	['ETH_ORIGIN_GROUP']	REASONING_BOTH	POLARITY_PRO_GROUP	STANCE_ENDORSE	People from Nigeria, Kenya, Uganda, Egypt, Pakistan and India contribute to the work-life and economy of Strangford, as well its culture, religion and history.	What the Minister said applies to my constituency of Strangford.	I think we all recognise their contribution, and the Minister is making that point in an absolutely excellent way.	---	2025	2025-10-23	5
gold	commons_2025_82409:032	2026-07-07	yes	yes	yes	no	no	no	['ETH_MIN', 'GEN_MEN']	REASONING_CULTURAL	POLARITY_PRO_GROUP	STANCE_ENDORSE	The Over 50s Black Men Forum—a not-for-profit group that has been established in Chelmsford and across Essex for some years, and is chaired by my constituent, Enitan Kane—does excellent work improving the health and community voice of black men over the age of 50, and aims to reduce future dependency on the NHS among older black men.	Closer to home, I pay tribute to some of my own constituency’s local organisations, which affirm this year’s Black History Month theme of “Standing Firm in Power and Pride” day in and day out.	Working with UK Government Departments, the NHS, local councils and sports organisations, O5BM now has projects across much of the south and east of England, providing critical support for community-led programmes that improve this marginalised group’s health, that tackle inequalities and that challenge prejudice.	More recently, O5BM has launched an oral history project. Its title, “Soro Soke - O5BM”, is from a Yoruba phrase translating to “speak up”.	2025	2025-10-23	4
gold	commons_2025_82775:040	2026-07-07	yes	yes	no	no	no	no	['AGE_SCHOOL']	REASONING_CULTURAL	POLARITY_PRO_GROUP	STANCE_ENDORSE	In many cases, holidays and recreation are not the main reason for parents taking their children out of school; rather, children are forced out of the system by factors outside their control.	The general absence rate in the last academic year was still 2% higher than the rates recorded during the six years before the pandemic, and persistent absence—defined as missing 10% of lessons or more in a year—remained well above the pre-pandemic rate of 10.5%, at a worrying 17.6% in the last academic year.	We see persistent absence from pupils with SEND, young carers and those with mental health conditions.	The situation with children with SEND is well illustrated in my constituency: across Devon, the rates of school absence for those with SEND support and those with education, health and care plans have nearly doubled, from 6% and 7.5% respectively in 2016-17 to 11.2% and 13.75% in the last academic year. Nationally, more than 72,000 children with SEND missed half their lessons in the last academic school year—an increase of nearly 9,000, compared with the previous year.	2025	2025-10-27	5
gold	commons_2025_86063:044	2026-07-07	yes	yes	no	no	no	no	['DIS_OTHER']	REASONING_CULTURAL	POLARITY_PRO_GROUP	STANCE_ENDORSE	The best interests of English patients were disregarded by Betsi Cadwaladr health board because it was not responsible for those patients’ outcomes.	Shropshire, Telford and Wrekin ICB presumably cannot afford a new surgery for the village, despite its being Shropshire’s largest village—it is also rapidly expanding—which means that residents must travel into Wales to see their nearest GP, with all the complications that entails.	It is essential for the health and wellbeing of residents on both sides of the border that we move to a system that focuses on a smooth flow of information between the nations and, crucially, that prioritises patient outcomes.	Improvements should be built on existing systems and border projects, rather than attempting some kind of long-winded, full national integration. As a party, the Liberal Democrats believe that the best way to do it is by, for example: extending England’s secure nhs.net to Welsh GP practices to allow safe patient data exchange; expanding English clinicians’ access to the Welsh clinical portal, which is currently available just in Wye Valley, to improve safety and efficiency; implementing any further sensible measures integrating English, Welsh and Scottish secure email systems; broadening the Welsh clinical portal, including expanding the Powys teaching health board and Wye Valley trust data-sharing model to other border trusts; and investigating interoperability of the NHS app between countries to support patient communications.	2025	2025-11-04	5
gold	commons_2025_86857:002	2026-07-07	yes	no	NA	NA	NA	NA	['NA']	NA	NA	NA	Reports of systematic sexual violence against women and the summary execution of civilians are truly horrific.	The Rapid Support Forces’ capture of El Fasher, following an 18-month siege, has ushered in a new phase of terror.	The Minister referred to the UN Security Council, which met last week and demanded that all parties to the conflict protect civilians and abide by their obligations under international law.	It is clear that those obligations are being entirely ignored. As the penholder on Sudan at the UN, the UK has a unique responsibility to show leadership and ensure that protection for citizens is more than just words.	2025	2025-11-05	1
gold	commons_2025_87778:007	2026-07-07	no	NA	NA	NA	NA	NA	['NA']	NA	NA	NA	The hon and gallant Member for South Shropshire (Stuart Anderson) mentioned critical minerals, and our resources of tin, which is used in virtually every electrical device, lithium, which is used in EV batteries, and tungsten will provide domestically sourced resources to accelerate our transition to renewables while creating thousands of jobs and, as he said, reducing our reliance on Chinese imports.	The Cornish Celtic tiger was tamed, but it is set to roar once again thanks to this Government’s commitment to critical minerals and the renewable transition.	It is beyond me why that took so long, but it has now taken 15 months of a Labour Government to see the benefits in Cornwall.	Why the previous Government did not invest in Cornwall I have no idea, but driving down the A30, we can see that our landscape has new beautiful features, with wind turbines creating sustainable energy for local people. We have vast opportunities in wind, solar, geothermal and tidal, and Cornwall’s opportunities play a strategically prominent role in transitioning away from fossil fuels.	2025	2025-11-12	1
gold	commons_2025_88360:003	2026-07-07	yes	yes	yes	no	no	no	['AGE_CHILDREN', 'DIS_DIS']	REASONING_CULTURAL	POLARITY_PRO_GROUP	STANCE_ENDORSE	Many dedicated people are working to support children with special educational needs and disabilities in my constituency—in schools, doctors’ surgeries and social services, alongside many other professionals—but I am afraid to say that children in Folkestone and Hythe are being failed every day by the broken SEND system in Kent, which is presided over by Reform UK-run Kent county council.	It is a privilege to serve under your chairship, Sir John.	This is not an entirely negative speech, but I do need to start by describing what we are seeing on the ground every day, before I move on to the way forwards.	The reality in Kent is that, under Reform’s stewardship, the situation for SEND support has deteriorated to crisis point. My inbox is full of emails from desperate parents.	2025	2025-11-12	7
