sent_id	annotator	annotation_id	created_at	updated_at	lead_time	dataset	year	date	left_context	text	right_context	further_context	age	gender_sexuality	family	disability	ethnicity	migration	citizenship	religion	geography	education	income	occupation	other_groups	frame_flags	polarity_flags	stance_flags	focus_flags	group_appeal_detection	scheme_feedback	id
commons_2025_69054:014	Robin	97777575	2026-06-21T10:57:47.859353Z	2026-06-21T10:57:47.859364Z	30.516	House of Commons	2025	2025-07-17	The men of the photographic reconnaissance units, whose job it was to fly the planes armed with nothing more than lethal cameras, suffered the second highest attrition rate of any airborne unit during the conflict.	Without the extraordinary courage of those men, we could not have traced and sunk the twin battleships, Bismarck and Tirpitz, which were the national pride of the German fleet.	We could not have protected convoys of ships in the north Atlantic that were bringing critical supplies from the United States, essential to the war effort.	We could not have disabled the experimental rocket works, greatly delaying the development of the V2; who knows where that would have gone, if the PRU had not provided the intelligence and allowed subsequent strikes to degrade it? We could not have conducted the fantastic Dambusters raid, which not only held strategic value but was a huge morale boost back here in the UK.																		no group mentioned		271927549
commons_2025_69054:014	Raven	97671213	2026-06-18T12:22:01.244117Z	2026-06-18T12:22:01.244127Z	51.844	House of Commons	2025	2025-07-17	The men of the photographic reconnaissance units, whose job it was to fly the planes armed with nothing more than lethal cameras, suffered the second highest attrition rate of any airborne unit during the conflict.	Without the extraordinary courage of those men, we could not have traced and sunk the twin battleships, Bismarck and Tirpitz, which were the national pride of the German fleet.	We could not have protected convoys of ships in the north Atlantic that were bringing critical supplies from the United States, essential to the war effort.	We could not have disabled the experimental rocket works, greatly delaying the development of the V2; who knows where that would have gone, if the PRU had not provided the intelligence and allowed subsequent strikes to degrade it? We could not have conducted the fantastic Dambusters raid, which not only held strategic value but was a huge morale boost back here in the UK.																		no group appealed		271927549
commons_2025_69054:014	Whale	97550320	2026-06-16T11:15:33.065168Z	2026-06-16T11:15:33.065187Z	208.469	House of Commons	2025	2025-07-17	The men of the photographic reconnaissance units, whose job it was to fly the planes armed with nothing more than lethal cameras, suffered the second highest attrition rate of any airborne unit during the conflict.	Without the extraordinary courage of those men, we could not have traced and sunk the twin battleships, Bismarck and Tirpitz, which were the national pride of the German fleet.	We could not have protected convoys of ships in the north Atlantic that were bringing critical supplies from the United States, essential to the war effort.	We could not have disabled the experimental rocket works, greatly delaying the development of the V2; who knows where that would have gone, if the PRU had not provided the intelligence and allowed subsequent strikes to degrade it? We could not have conducted the fantastic Dambusters raid, which not only held strategic value but was a huge morale boost back here in the UK.		men										technical (semi)-professionals		cultural	pro-group	endorse				271927549
lords_2025_25832:032	Raven	97671224	2026-06-18T12:22:16.167809Z	2026-06-18T12:22:16.167819Z	13.414	House of Lords	2025	2025-09-16	I have a belief that within the next few years, Manchester United will win the Premiership again.	Perhaps that is not a non-religious belief, because the amount of faith required to hold that belief is such that it perhaps tips over into being much more a matter of faith over hope and experience.	Nevertheless, we have seen that the definition is tied to the provisions of a particular part of the ECHR.	We know that, as a result of that clause, there has been quite a lot of case law, not just here but throughout Europe, in relation to the definition of non-religious beliefs. A very wide range of topics has come into play and been defined in case law.																		no group mentioned		271927550
lords_2025_25832:032	Zebra	97612716	2026-06-17T11:10:58.819515Z	2026-06-17T11:10:58.819525Z	175.914	House of Lords	2025	2025-09-16	I have a belief that within the next few years, Manchester United will win the Premiership again.	Perhaps that is not a non-religious belief, because the amount of faith required to hold that belief is such that it perhaps tips over into being much more a matter of faith over hope and experience.	Nevertheless, we have seen that the definition is tied to the provisions of a particular part of the ECHR.	We know that, as a result of that clause, there has been quite a lot of case law, not just here but throughout Europe, in relation to the definition of non-religious beliefs. A very wide range of topics has come into play and been defined in case law.																		no group mentioned		271927550
lords_2025_25832:032	Whale	97550597	2026-06-16T11:19:34.206635Z	2026-06-16T11:19:34.206647Z	239.426	House of Lords	2025	2025-09-16	I have a belief that within the next few years, Manchester United will win the Premiership again.	Perhaps that is not a non-religious belief, because the amount of faith required to hold that belief is such that it perhaps tips over into being much more a matter of faith over hope and experience.	Nevertheless, we have seen that the definition is tied to the provisions of a particular part of the ECHR.	We know that, as a result of that clause, there has been quite a lot of case law, not just here but throughout Europe, in relation to the definition of non-religious beliefs. A very wide range of topics has come into play and been defined in case law.																		no group mentioned		271927550
lords_2025_10692:025	Raven	97671242	2026-06-18T12:22:44.281866Z	2026-06-18T12:22:44.281877Z	26.583	House of Lords	2025	2025-03-28	Families who live in temporary accommodation—some in hotels—have simply no access to cookers, sinks and fridges; while others who have access to fridges and cookers may not have cooking equipment because they had to relinquish it in their many moves through temporary accommodation, and simply had no space to store it.	Holidays can also be a food and financial nightmare, so I was absolutely delighted to see the Government commit to extending the holiday activities and food programme for another year; it is an absolute lifeline for so many families.	I hope that the spending review will provide multi-year guaranteed funding for the programme.	Wealth inequalities in this country have grown over the last decade. Some 24% of schoolchildren are now eligible for free school meals, and while the numbers eligible increased, government spending lagged behind inflation.			families											economic	pro-group	endorse				271927551
lords_2025_10692:025	Zebra	97610898	2026-06-17T10:42:16.367359Z	2026-06-17T10:42:16.367370Z	53.204	House of Lords	2025	2025-03-28	Families who live in temporary accommodation—some in hotels—have simply no access to cookers, sinks and fridges; while others who have access to fridges and cookers may not have cooking equipment because they had to relinquish it in their many moves through temporary accommodation, and simply had no space to store it.	Holidays can also be a food and financial nightmare, so I was absolutely delighted to see the Government commit to extending the holiday activities and food programme for another year; it is an absolute lifeline for so many families.	I hope that the spending review will provide multi-year guaranteed funding for the programme.	Wealth inequalities in this country have grown over the last decade. Some 24% of schoolchildren are now eligible for free school meals, and while the numbers eligible increased, government spending lagged behind inflation.			families								poor/low-income			economic	pro-group	endorse	intersectional			271927551
lords_2025_10692:025	Whale	97550919	2026-06-16T11:24:20.831056Z	2026-06-16T11:24:20.831068Z	284.747	House of Lords	2025	2025-03-28	Families who live in temporary accommodation—some in hotels—have simply no access to cookers, sinks and fridges; while others who have access to fridges and cookers may not have cooking equipment because they had to relinquish it in their many moves through temporary accommodation, and simply had no space to store it.	Holidays can also be a food and financial nightmare, so I was absolutely delighted to see the Government commit to extending the holiday activities and food programme for another year; it is an absolute lifeline for so many families.	I hope that the spending review will provide multi-year guaranteed funding for the programme.	Wealth inequalities in this country have grown over the last decade. Some 24% of schoolchildren are now eligible for free school meals, and while the numbers eligible increased, government spending lagged behind inflation.			families											economic	pro-group	endorse				271927551
commons_2025_34857:007	Zebra	97610091	2026-06-17T10:28:37.191533Z	2026-06-17T10:28:37.191544Z	390.876	House of Commons	2025	2025-04-01	We Liberal Democrats have long supported comprehensive, inclusive and evidence-based relationship education in our schools.	It is crucial that these lessons also include information about inclusivity and the needs of LGBT students.	The well-documented Ofsted review in 2021 revealed shocking levels of sexual harassment in UK schools; indeed, it found that sexual harassment was so widespread that it must be addressed for all children and young people.	The review highlighted several key issues. One of the biggest concerns was that students did not feel the need to report harassment because they saw it as normal.	school age	LGBTIQ+								in education				cultural	pro-group	endorse	intersectional			271927552
commons_2025_34857:007	Whale	97561902	2026-06-16T14:32:37.415358Z	2026-06-16T14:32:37.415374Z	86.411	House of Commons	2025	2025-04-01	We Liberal Democrats have long supported comprehensive, inclusive and evidence-based relationship education in our schools.	It is crucial that these lessons also include information about inclusivity and the needs of LGBT students.	The well-documented Ofsted review in 2021 revealed shocking levels of sexual harassment in UK schools; indeed, it found that sexual harassment was so widespread that it must be addressed for all children and young people.	The review highlighted several key issues. One of the biggest concerns was that students did not feel the need to report harassment because they saw it as normal.	students	LGBTIQ+												cultural	pro-group	endorse				271927552
commons_2025_34857:007	Horse	97550912	2026-06-16T11:24:15.100201Z	2026-06-16T11:24:15.100212Z	55.286	House of Commons	2025	2025-04-01	We Liberal Democrats have long supported comprehensive, inclusive and evidence-based relationship education in our schools.	It is crucial that these lessons also include information about inclusivity and the needs of LGBT students.	The well-documented Ofsted review in 2021 revealed shocking levels of sexual harassment in UK schools; indeed, it found that sexual harassment was so widespread that it must be addressed for all children and young people.	The review highlighted several key issues. One of the biggest concerns was that students did not feel the need to report harassment because they saw it as normal.	school age	LGBTIQ+												cultural	pro-group	endorse				271927552
lords_2026_04232:008	Robin	97785216	2026-06-21T16:36:15.927488Z	2026-06-21T16:36:15.927500Z	39.702	House of Lords	2026	2026-01-28	The evidence is clear.	Research commissioned by the Department for Education shows that the average cost of school uniforms and PE kits is close to £400 per child, rising to over £440 for secondary school pupils.	These are not trivial sums.	For families with two or three children, the cost can exceed £1,000 in a single year. For parents who are on low incomes, with insecure jobs or reliant on benefits, these costs are simply not manageable.	school age													economic	pro-group	endorse				271927553
lords_2026_04232:008	Zebra	97611053	2026-06-17T10:45:16.230816Z	2026-06-17T10:45:16.230827Z	131.97	House of Lords	2026	2026-01-28	The evidence is clear.	Research commissioned by the Department for Education shows that the average cost of school uniforms and PE kits is close to £400 per child, rising to over £440 for secondary school pupils.	These are not trivial sums.	For families with two or three children, the cost can exceed £1,000 in a single year. For parents who are on low incomes, with insecure jobs or reliant on benefits, these costs are simply not manageable.			families											economic	pro-group	endorse				271927553
lords_2026_04232:008	Horse	97550976	2026-06-16T11:25:10.123299Z	2026-06-16T11:25:10.123311Z	52.28	House of Lords	2026	2026-01-28	The evidence is clear.	Research commissioned by the Department for Education shows that the average cost of school uniforms and PE kits is close to £400 per child, rising to over £440 for secondary school pupils.	These are not trivial sums.	For families with two or three children, the cost can exceed £1,000 in a single year. For parents who are on low incomes, with insecure jobs or reliant on benefits, these costs are simply not manageable.	school age		families							in education	poor/low-income			economic	pro-group	endorse				271927553
commons_2025_98294:031	Raven	97671260	2026-06-18T12:23:16.155161Z	2026-06-18T12:23:16.155173Z	30.275	House of Commons	2025	2025-12-11	This is why the Fairtrade Foundation is such an important concept.	The hon Member for Strangford (Jim Shannon) referred to the Christian churches, which have been big supporters of the movement, and led to the Jubilee 2000 campaign and so many other things.	When I was training to be a priest, every church I went to had a Fairtrade stall at the back.	I have to confess that early Fairtrade Foundation coffee was pretty dire, and now it is a standard part of the offer in Sainsbury’s, Waitrose, Tesco and Aldi—in every single supermarket. It is great that a complete transformation has happened because of the dedication of a large number of people working on an entirely voluntary basis.																		no group mentioned		271927554
commons_2025_98294:031	Zebra	97611867	2026-06-17T10:59:04.430788Z	2026-06-17T10:59:04.430798Z	119.33	House of Commons	2025	2025-12-11	This is why the Fairtrade Foundation is such an important concept.	The hon Member for Strangford (Jim Shannon) referred to the Christian churches, which have been big supporters of the movement, and led to the Jubilee 2000 campaign and so many other things.	When I was training to be a priest, every church I went to had a Fairtrade stall at the back.	I have to confess that early Fairtrade Foundation coffee was pretty dire, and now it is a standard part of the offer in Sainsbury’s, Waitrose, Tesco and Aldi—in every single supermarket. It is great that a complete transformation has happened because of the dedication of a large number of people working on an entirely voluntary basis.								christian						cultural	pro-group	endorse				271927554
commons_2025_98294:031	Whale	97551030	2026-06-16T11:25:54.687135Z	2026-06-16T11:25:54.687159Z	92.079	House of Commons	2025	2025-12-11	This is why the Fairtrade Foundation is such an important concept.	The hon Member for Strangford (Jim Shannon) referred to the Christian churches, which have been big supporters of the movement, and led to the Jubilee 2000 campaign and so many other things.	When I was training to be a priest, every church I went to had a Fairtrade stall at the back.	I have to confess that early Fairtrade Foundation coffee was pretty dire, and now it is a standard part of the offer in Sainsbury’s, Waitrose, Tesco and Aldi—in every single supermarket. It is great that a complete transformation has happened because of the dedication of a large number of people working on an entirely voluntary basis.								christian						both	pro-group	endorse				271927554
lords_2025_04962:005	Raven	97671451	2026-06-18T12:28:28.428479Z	2026-06-18T12:28:28.428495Z	310.659	House of Lords	2025	2025-02-11	It is a very useful Bill, but it does not explicitly include these technologies in the definition of “clean energy”.	Accepting these amendments would be a means for the Government of highlighting to investors and to the industry their commitment to supporting both renewable energy and low-carbon technologies in a balanced and inclusive way.	The purpose of the amendments is simply to broaden the definition of “clean energy” and ensure that GBE can support a wider range of innovations that will foster investment and partnership.	That will be crucial to the UK achieving clean power targets by 2030. In the Carbon Capture and Storage Association, which was established in 2006, we recognise that we have the commitment of the Energy Secretary and, indeed, the Chancellor of the Exchequer, who speaks of CCUS often to promote the concept of clean energy.																		no group appealed		271927555
lords_2025_04962:005	Zebra	97610701	2026-06-17T10:38:58.042341Z	2026-06-17T10:38:58.042352Z	95.487	House of Lords	2025	2025-02-11	It is a very useful Bill, but it does not explicitly include these technologies in the definition of “clean energy”.	Accepting these amendments would be a means for the Government of highlighting to investors and to the industry their commitment to supporting both renewable energy and low-carbon technologies in a balanced and inclusive way.	The purpose of the amendments is simply to broaden the definition of “clean energy” and ensure that GBE can support a wider range of innovations that will foster investment and partnership.	That will be crucial to the UK achieving clean power targets by 2030. In the Carbon Capture and Storage Association, which was established in 2006, we recognise that we have the commitment of the Energy Secretary and, indeed, the Chancellor of the Exchequer, who speaks of CCUS often to promote the concept of clean energy.											rich/wealthy	large employers & self-employed professionals		cultural	mixed	endorse				271927555
lords_2025_04962:005	Horse	97551175	2026-06-16T11:27:54.533440Z	2026-06-16T11:27:54.533450Z	161.771	House of Lords	2025	2025-02-11	It is a very useful Bill, but it does not explicitly include these technologies in the definition of “clean energy”.	Accepting these amendments would be a means for the Government of highlighting to investors and to the industry their commitment to supporting both renewable energy and low-carbon technologies in a balanced and inclusive way.	The purpose of the amendments is simply to broaden the definition of “clean energy” and ensure that GBE can support a wider range of innovations that will foster investment and partnership.	That will be crucial to the UK achieving clean power targets by 2030. In the Carbon Capture and Storage Association, which was established in 2006, we recognise that we have the commitment of the Energy Secretary and, indeed, the Chancellor of the Exchequer, who speaks of CCUS often to promote the concept of clean energy.																		no group appealed		271927555
commons_1980_20516:002	Robin	97777583	2026-06-21T10:58:40.179681Z	2026-06-21T10:58:40.179692Z	50.672	House of Commons	1980	1980-04-21	Does my hon Friend accept the recent report on the influence of microprocessors on Tameside, which like Kirklees, we share as our local authority?	That report shows that the unskilled ethnic groups, the young blacks, are faced with a future involving a 40 per cent.	projected new decline because of microchips and microprocessing in the clothing and textile industries.	These kids will not have jobs. The real problem that the country faces, but which the present Government will not face, is that there are no initiatives to provide the necessary jobs.					named origin group					low-educated				both	pro-group	endorse				271927556
commons_1980_20516:002	Zebra	97610493	2026-06-17T10:34:58.376408Z	2026-06-17T10:34:58.376420Z	93.412	House of Commons	1980	1980-04-21	Does my hon Friend accept the recent report on the influence of microprocessors on Tameside, which like Kirklees, we share as our local authority?	That report shows that the unskilled ethnic groups, the young blacks, are faced with a future involving a 40 per cent.	projected new decline because of microchips and microprocessing in the clothing and textile industries.	These kids will not have jobs. The real problem that the country faces, but which the present Government will not face, is that there are no initiatives to provide the necessary jobs.					ethnic minority					low-educated				economic	pro-group	endorse	intersectional			271927556
commons_1980_20516:002	Horse	97552241	2026-06-16T11:43:30.474224Z	2026-06-16T11:43:30.474237Z	104.176	House of Commons	1980	1980-04-21	Does my hon Friend accept the recent report on the influence of microprocessors on Tameside, which like Kirklees, we share as our local authority?	That report shows that the unskilled ethnic groups, the young blacks, are faced with a future involving a 40 per cent.	projected new decline because of microchips and microprocessing in the clothing and textile industries.	These kids will not have jobs. The real problem that the country faces, but which the present Government will not face, is that there are no initiatives to provide the necessary jobs.					ethnic minority						working class			economic	pro-group	endorse				271927556
commons_2026_21099:001	Zebra	97610412	2026-06-17T10:33:21.126580Z	2026-06-17T10:33:21.126592Z	111.087	House of Commons	2026	2026-03-09	---	Paying illegal asylum seekers £40,000 to leave the United Kingdom is a kick in the teeth for my hard-working constituents.	Why are we not using that money to build a detention centre so that we can detain and immediately deport those who arrive in this country illegally?	---						refugees	non-citizens							economic	anti-group	endorse	opposed groups			271927557
commons_2026_21099:001	Whale	97561638	2026-06-16T14:26:30.821574Z	2026-06-16T14:26:30.821586Z	44.302	House of Commons	2026	2026-03-09	---	Paying illegal asylum seekers £40,000 to leave the United Kingdom is a kick in the teeth for my hard-working constituents.	Why are we not using that money to build a detention centre so that we can detain and immediately deport those who arrive in this country illegally?	---						undocumented								both	anti-group	reject	opposed groups			271927557
commons_2026_21099:001	Horse	97551360	2026-06-16T11:30:10.053506Z	2026-06-16T11:30:10.053520Z	132.659	House of Commons	2026	2026-03-09	---	Paying illegal asylum seekers £40,000 to leave the United Kingdom is a kick in the teeth for my hard-working constituents.	Why are we not using that money to build a detention centre so that we can detain and immediately deport those who arrive in this country illegally?	---						undocumented								both	anti-group	reject	opposed groups			271927557
lords_2025_05691:038	Robin	97785166	2026-06-21T16:28:42.083014Z	2026-06-21T16:28:42.083027Z	26.31	House of Lords	2025	2025-02-13	Sadly, the tolerance and generosity of this nation, which helped so many immigrants to settle and thrive, was not to be found for Jewish people in the Labour Party between 2015 and 2019.	As chair of the Jewish Labour Movement, a socialist society affiliated to the Labour Party since 1920, I and my colleagues found ourselves defending our members, who faced the vile toxin of left anti-Semitism, which had been allowed to enter, and fester in, the party’s bloodstream.	Inaction and passivity from the then party leader sent a clear signal that this discrimination was tolerated.	The party that so many of us had joined because it believed in equality and fought discrimination doubled down rather than face the difficult truths. It doubled down out of political convenience.								jewish						cultural	pro-group	endorse				271927558
lords_2025_05691:038	Zebra	97612262	2026-06-17T11:04:29.748271Z	2026-06-17T11:04:29.748283Z	72.182	House of Lords	2025	2025-02-13	Sadly, the tolerance and generosity of this nation, which helped so many immigrants to settle and thrive, was not to be found for Jewish people in the Labour Party between 2015 and 2019.	As chair of the Jewish Labour Movement, a socialist society affiliated to the Labour Party since 1920, I and my colleagues found ourselves defending our members, who faced the vile toxin of left anti-Semitism, which had been allowed to enter, and fester in, the party’s bloodstream.	Inaction and passivity from the then party leader sent a clear signal that this discrimination was tolerated.	The party that so many of us had joined because it believed in equality and fought discrimination doubled down rather than face the difficult truths. It doubled down out of political convenience.								jewish						cultural	pro-group	endorse	opposed groups			271927558
lords_2025_05691:038	Horse	97551949	2026-06-16T11:39:28.815338Z	2026-06-16T11:39:28.815354Z	555.429	House of Lords	2025	2025-02-13	Sadly, the tolerance and generosity of this nation, which helped so many immigrants to settle and thrive, was not to be found for Jewish people in the Labour Party between 2015 and 2019.	As chair of the Jewish Labour Movement, a socialist society affiliated to the Labour Party since 1920, I and my colleagues found ourselves defending our members, who faced the vile toxin of left anti-Semitism, which had been allowed to enter, and fester in, the party’s bloodstream.	Inaction and passivity from the then party leader sent a clear signal that this discrimination was tolerated.	The party that so many of us had joined because it believed in equality and fought discrimination doubled down rather than face the difficult truths. It doubled down out of political convenience.					named origin group														The complexty of the category of the jews is that they don't necesarily adscribe according to religion. So is it an ethnic origin or a religious position or both? 	271927558
lords_2025_13156:011	Raven	97671494	2026-06-18T12:29:29.195599Z	2026-06-18T12:29:29.195609Z	58.864	House of Lords	2025	2025-05-06	The Bill is also about improving opportunity for tenants to keep a pet; surely this simple amendment will create a level playing field between the social housing sector and private landlords.	Social housing is probably the most likely first place to go for individuals on low income or who are homeless, seeking to find a home for themselves and their families, which often include a pet.	This has been drawn to my attention recently by a TV advert for a homeless charity.	Its website says: “New polling from homeless charity St Mungo’s reveals new extent of the housing crisis and its impact on people sharing their lives with a pet. 50% of those surveyed reported being placed in situations where they were forced to choose between remaining with their pets or accessing housing.											poor/low-income			economic	pro-group	endorse				271927559
lords_2025_13156:011	Zebra	97610591	2026-06-17T10:36:58.113879Z	2026-06-17T10:36:58.113890Z	117.186	House of Lords	2025	2025-05-06	The Bill is also about improving opportunity for tenants to keep a pet; surely this simple amendment will create a level playing field between the social housing sector and private landlords.	Social housing is probably the most likely first place to go for individuals on low income or who are homeless, seeking to find a home for themselves and their families, which often include a pet.	This has been drawn to my attention recently by a TV advert for a homeless charity.	Its website says: “New polling from homeless charity St Mungo’s reveals new extent of the housing crisis and its impact on people sharing their lives with a pet. 50% of those surveyed reported being placed in situations where they were forced to choose between remaining with their pets or accessing housing.			families								poor/low-income			economic	pro-group	endorse	intersectional			271927559
lords_2025_13156:011	Whale	97552258	2026-06-16T11:43:45.249184Z	2026-06-16T11:43:45.249194Z	211.77	House of Lords	2025	2025-05-06	The Bill is also about improving opportunity for tenants to keep a pet; surely this simple amendment will create a level playing field between the social housing sector and private landlords.	Social housing is probably the most likely first place to go for individuals on low income or who are homeless, seeking to find a home for themselves and their families, which often include a pet.	This has been drawn to my attention recently by a TV advert for a homeless charity.	Its website says: “New polling from homeless charity St Mungo’s reveals new extent of the housing crisis and its impact on people sharing their lives with a pet. 50% of those surveyed reported being placed in situations where they were forced to choose between remaining with their pets or accessing housing.											poor/low-income			both	pro-group	endorse				271927559
commons_1980_37123:002	Whale	97746624	2026-06-20T06:23:55.822550Z	2026-06-20T06:23:55.822562Z	279.033	House of Commons	1980	1980-07-16	Will the Minister now make clear what has so far not been clear?	What is to be the size of the cut in the budget of the British Council?	What was the budget programmed to be in this year, and what will be the revised figure for 1983–84?	Ought he not to think a good deal further about a whole range of policies which would help this country—through overseas broadcasting services, the British Council, our diplomatic presence and help to overseas students—to increase its influence abroad?												(associate) managers		economic	anti-group	unclear				271927560
commons_1980_37123:002	Zebra	97612345	2026-06-17T11:05:46.656211Z	2026-06-17T11:05:46.656222Z	10.127	House of Commons	1980	1980-07-16	Will the Minister now make clear what has so far not been clear?	What is to be the size of the cut in the budget of the British Council?	What was the budget programmed to be in this year, and what will be the revised figure for 1983–84?	Ought he not to think a good deal further about a whole range of policies which would help this country—through overseas broadcasting services, the British Council, our diplomatic presence and help to overseas students—to increase its influence abroad?																		no group mentioned		271927560
commons_1980_37123:002	Horse	97551983	2026-06-16T11:40:00.505673Z	2026-06-16T11:40:00.505684Z	28.656	House of Commons	1980	1980-07-16	Will the Minister now make clear what has so far not been clear?	What is to be the size of the cut in the budget of the British Council?	What was the budget programmed to be in this year, and what will be the revised figure for 1983–84?	Ought he not to think a good deal further about a whole range of policies which would help this country—through overseas broadcasting services, the British Council, our diplomatic presence and help to overseas students—to increase its influence abroad?																		no group mentioned		271927560
commons_1980_00705:004	Raven	97671563	2026-06-18T12:30:54.867908Z	2026-06-18T12:30:54.867917Z	83.951	House of Commons	1980	1980-01-15	Many tenants will not want, and many will not be able to afford, to buy their homes.	Indeed, one of the most depressing comments I have heard is that a great many council tenants regard their homes as so indifferent that their principal aim is to get away from them and the area in which they exist.	The tenants' charter gives a comprehensive framework of statutory rights.	For the first time in the history of public sector housing in this country, tenants will have the protection of a statutory code of rights in their dealings with the local housing department. My aim in framing the charter has been to bring to council tenants the recognition that they have de facto security and the incentives for those who wish to take a greater interest in the condition of their home and its environment.													non-RISS	unclear	pro-group	endorse				271927561
commons_1980_00705:004	Zebra	97611741	2026-06-17T10:57:02.893146Z	2026-06-17T10:57:02.893160Z	704.199	House of Commons	1980	1980-01-15	Many tenants will not want, and many will not be able to afford, to buy their homes.	Indeed, one of the most depressing comments I have heard is that a great many council tenants regard their homes as so indifferent that their principal aim is to get away from them and the area in which they exist.	The tenants' charter gives a comprehensive framework of statutory rights.	For the first time in the history of public sector housing in this country, tenants will have the protection of a statutory code of rights in their dealings with the local housing department. My aim in framing the charter has been to bring to council tenants the recognition that they have de facto security and the incentives for those who wish to take a greater interest in the condition of their home and its environment.													non-RISS							271927561
commons_1980_00705:004	Horse	97552117	2026-06-16T11:41:43.801956Z	2026-06-16T11:41:43.801966Z	100.607	House of Commons	1980	1980-01-15	Many tenants will not want, and many will not be able to afford, to buy their homes.	Indeed, one of the most depressing comments I have heard is that a great many council tenants regard their homes as so indifferent that their principal aim is to get away from them and the area in which they exist.	The tenants' charter gives a comprehensive framework of statutory rights.	For the first time in the history of public sector housing in this country, tenants will have the protection of a statutory code of rights in their dealings with the local housing department. My aim in framing the charter has been to bring to council tenants the recognition that they have de facto security and the incentives for those who wish to take a greater interest in the condition of their home and its environment.													non-RISS	both	pro-group	endorse				271927561
commons_2025_73505:007	Robin	97785336	2026-06-21T16:50:45.972854Z	2026-06-21T16:50:45.972863Z	10.339	House of Commons	2025	2025-09-08	We have seen a pattern of violence at its events, and it has not dissociated itself from that violence.	But we also see police and refugees being targeted for violence alongside those who want to protest about immigration matters—banners that say, “Kill ‘em all, let God sort ‘em out!”, neo-Nazi groups circling.	We cannot ignore the impact on policing on our streets because of these incidents, but this is just not sustainable for our police or our criminal justice system.	There is a difference between people protesting using violence and people protesting the use of proscription. If we do not get the response right, if we continue to arrest those in that secondary category, the seriousness of the term “terrorism” risks losing its meaning and becoming diluted rather than strengthened.																		no group appealed		271927562
commons_2025_73505:007	Zebra	97613215	2026-06-17T11:18:26.440577Z	2026-06-17T11:18:26.440588Z	68.832	House of Commons	2025	2025-09-08	We have seen a pattern of violence at its events, and it has not dissociated itself from that violence.	But we also see police and refugees being targeted for violence alongside those who want to protest about immigration matters—banners that say, “Kill ‘em all, let God sort ‘em out!”, neo-Nazi groups circling.	We cannot ignore the impact on policing on our streets because of these incidents, but this is just not sustainable for our police or our criminal justice system.	There is a difference between people protesting using violence and people protesting the use of proscription. If we do not get the response right, if we continue to arrest those in that secondary category, the seriousness of the term “terrorism” risks losing its meaning and becoming diluted rather than strengthened.						refugees								cultural	pro-group	endorse				271927562
commons_2025_82775:040	Raven	97671653	2026-06-18T12:33:36.078851Z	2026-06-18T12:33:36.078860Z	48.469	House of Commons	2025	2025-10-27	The general absence rate in the last academic year was still 2% higher than the rates recorded during the six years before the pandemic, and persistent absence—defined as missing 10% of lessons or more in a year—remained well above the pre-pandemic rate of 10.5%, at a worrying 17.6% in the last academic year.	In many cases, holidays and recreation are not the main reason for parents taking their children out of school; rather, children are forced out of the system by factors outside their control.	We see persistent absence from pupils with SEND, young carers and those with mental health conditions.	The situation with children with SEND is well illustrated in my constituency: across Devon, the rates of school absence for those with SEND support and those with education, health and care plans have nearly doubled, from 6% and 7.5% respectively in 2016-17 to 11.2% and 13.75% in the last academic year. Nationally, more than 72,000 children with SEND missed half their lessons in the last academic school year—an increase of nearly 9,000, compared with the previous year.	children													cultural	pro-group	endorse	multiple group appeals			271927563
commons_2025_82775:040	Zebra	97612486	2026-06-17T11:07:42.948215Z	2026-06-17T11:07:42.948230Z	114.367	House of Commons	2025	2025-10-27	The general absence rate in the last academic year was still 2% higher than the rates recorded during the six years before the pandemic, and persistent absence—defined as missing 10% of lessons or more in a year—remained well above the pre-pandemic rate of 10.5%, at a worrying 17.6% in the last academic year.	In many cases, holidays and recreation are not the main reason for parents taking their children out of school; rather, children are forced out of the system by factors outside their control.	We see persistent absence from pupils with SEND, young carers and those with mental health conditions.	The situation with children with SEND is well illustrated in my constituency: across Devon, the rates of school absence for those with SEND support and those with education, health and care plans have nearly doubled, from 6% and 7.5% respectively in 2016-17 to 11.2% and 13.75% in the last academic year. Nationally, more than 72,000 children with SEND missed half their lessons in the last academic school year—an increase of nearly 9,000, compared with the previous year.	school age									in education				cultural	pro-group	endorse				271927563
commons_2025_82775:040	Whale	97561516	2026-06-16T14:23:12.255899Z	2026-06-16T14:23:12.255910Z	226.124	House of Commons	2025	2025-10-27	The general absence rate in the last academic year was still 2% higher than the rates recorded during the six years before the pandemic, and persistent absence—defined as missing 10% of lessons or more in a year—remained well above the pre-pandemic rate of 10.5%, at a worrying 17.6% in the last academic year.	In many cases, holidays and recreation are not the main reason for parents taking their children out of school; rather, children are forced out of the system by factors outside their control.	We see persistent absence from pupils with SEND, young carers and those with mental health conditions.	The situation with children with SEND is well illustrated in my constituency: across Devon, the rates of school absence for those with SEND support and those with education, health and care plans have nearly doubled, from 6% and 7.5% respectively in 2016-17 to 11.2% and 13.75% in the last academic year. Nationally, more than 72,000 children with SEND missed half their lessons in the last academic school year—an increase of nearly 9,000, compared with the previous year.	school age													cultural	pro-group	endorse				271927563
