sent_id	annotator	annotation_id	created_at	updated_at	lead_time	dataset	year	date	left_context	text	right_context	further_context	age	gender_sexuality	family	disability	ethnicity	migration	citizenship	religion	geography	education	income	occupation	other_groups	frame_flags	polarity_flags	stance_flags	focus_flags	group_appeal_detection	scheme_feedback	id
commons_1980_41745:034	Raven	97671970	2026-06-18T12:41:19.350020Z	2026-06-18T12:41:19.350031Z	32.442	House of Commons	1980	1980-08-04	Industrial training is to be cut back by killing off courses and rationalising skillcentres.	On top of all the hardship that is already being suffered by the unemployed, we must consider the Government's Budget proposals to tax unemployment benefit and other short-term national insurance and invalidity benefits.	For the next two years, as an interim measure, the Government have decided to uprate benefits by 5 per cent.	less than their estimate of price inflation. A reduction in the real value of benefits will surely have the greatest effect on the poorest who are already below the tax threshold.											unemployed			economic	pro-group	endorse				271927575
commons_1980_41745:034	Zebra	97618858	2026-06-17T12:44:24.127161Z	2026-06-17T12:44:24.127174Z	4661.233	House of Commons	1980	1980-08-04	Industrial training is to be cut back by killing off courses and rationalising skillcentres.	On top of all the hardship that is already being suffered by the unemployed, we must consider the Government's Budget proposals to tax unemployment benefit and other short-term national insurance and invalidity benefits.	For the next two years, as an interim measure, the Government have decided to uprate benefits by 5 per cent.	less than their estimate of price inflation. A reduction in the real value of benefits will surely have the greatest effect on the poorest who are already below the tax threshold.											welfare recipients			economic	pro-group	endorse				271927575
commons_2025_65714:044	Robin	97785200	2026-06-21T16:34:21.364167Z	2026-06-21T16:34:21.364179Z	26.835	House of Commons	2025	2025-07-08	I do not say that to criticise healthcare professionals, but rather to highlight that they need to be given the right tools for the job—the right guidance and training—and to suggest that doctors should be able to say, “I do not know what this is,” when faced with a seemingly unique condition, instead of attempting to rule out every practical possibility.	The challenges faced by parents of children with regression disorder speak to a wider point: people with learning disabilities can be treated differently by our healthcare system, with their needs all too readily overlooked and their symptoms far too often attributed to their disability by clinicians who simply do not know them.	As we all know, if a neurotypical child stopped eating and speaking overnight, or if they became incontinent, catatonic and lost all their personality, they would be in an ambulance straight to the hospital and it would be treated as a medical emergency.	I am glad that the Minister is here today to hear these testimonies, and some that my other colleagues will be sharing, because it is important that we understand the terrible effects of this condition. I do not think it is an exaggeration to say that Down’s syndrome regression disorder is destroying lives.				disabled people										cultural	pro-group	endorse				271927576
commons_2025_65714:044	Raven	97672000	2026-06-18T12:42:08.855808Z	2026-06-18T12:42:08.855818Z	47.923	House of Commons	2025	2025-07-08	I do not say that to criticise healthcare professionals, but rather to highlight that they need to be given the right tools for the job—the right guidance and training—and to suggest that doctors should be able to say, “I do not know what this is,” when faced with a seemingly unique condition, instead of attempting to rule out every practical possibility.	The challenges faced by parents of children with regression disorder speak to a wider point: people with learning disabilities can be treated differently by our healthcare system, with their needs all too readily overlooked and their symptoms far too often attributed to their disability by clinicians who simply do not know them.	As we all know, if a neurotypical child stopped eating and speaking overnight, or if they became incontinent, catatonic and lost all their personality, they would be in an ambulance straight to the hospital and it would be treated as a medical emergency.	I am glad that the Minister is here today to hear these testimonies, and some that my other colleagues will be sharing, because it is important that we understand the terrible effects of this condition. I do not think it is an exaggeration to say that Down’s syndrome regression disorder is destroying lives.			parents	disabled people										both	pro-group	endorse				271927576
commons_2025_65714:044	Zebra	97618949	2026-06-17T12:45:50.628299Z	2026-06-17T12:45:50.628312Z	84.247	House of Commons	2025	2025-07-08	I do not say that to criticise healthcare professionals, but rather to highlight that they need to be given the right tools for the job—the right guidance and training—and to suggest that doctors should be able to say, “I do not know what this is,” when faced with a seemingly unique condition, instead of attempting to rule out every practical possibility.	The challenges faced by parents of children with regression disorder speak to a wider point: people with learning disabilities can be treated differently by our healthcare system, with their needs all too readily overlooked and their symptoms far too often attributed to their disability by clinicians who simply do not know them.	As we all know, if a neurotypical child stopped eating and speaking overnight, or if they became incontinent, catatonic and lost all their personality, they would be in an ambulance straight to the hospital and it would be treated as a medical emergency.	I am glad that the Minister is here today to hear these testimonies, and some that my other colleagues will be sharing, because it is important that we understand the terrible effects of this condition. I do not think it is an exaggeration to say that Down’s syndrome regression disorder is destroying lives.	children		parents	disabled people										cultural	pro-group	endorse	intersectional			271927576
commons_2025_24754:028	Robin	97785205	2026-06-21T16:34:41.946919Z	2026-06-21T16:34:41.946930Z	18.604	House of Commons	2025	2025-03-10	That cannot be smart, good government.	I think any Government, if they do this well, will have the gratitude of the British people.	I think the British people just want someone to do this job properly.	---																		no group appealed		271927577
commons_2025_24754:028	Raven	97672006	2026-06-18T12:42:20.724150Z	2026-06-18T12:42:20.724162Z	10.218	House of Commons	2025	2025-03-10	That cannot be smart, good government.	I think any Government, if they do this well, will have the gratitude of the British people.	I think the British people just want someone to do this job properly.	---																		no group appealed		271927577
commons_2025_24754:028	Zebra	97618996	2026-06-17T12:46:34.486019Z	2026-06-17T12:46:34.486030Z	41.899	House of Commons	2025	2025-03-10	That cannot be smart, good government.	I think any Government, if they do this well, will have the gratitude of the British people.	I think the British people just want someone to do this job properly.	---					majority/national in-group									unclear	pro-group	endorse				271927577
commons_2026_19354:004	Robin	97785207	2026-06-21T16:35:04.843926Z	2026-06-21T16:35:04.843940Z	21.116	House of Commons	2026	2026-03-03	The fact that SAF could contribute to the 65% reduction in emissions needed by aviation to meet net zero by 2050 is a useful reminder that technological development can ensure a future for higher carbon emitters while improving our environment.	That is policy in action, and it will reduce disruption to consumers—something that we also have to bear in mind.	SAF matters not just for its decarbonisation credentials, but for its clear potential to support job creation and economic growth.	As my hon Friend the Member for Doncaster East and the Isle of Axholme (Lee Pitcher) said, it will bring into existence a circular economy, including flooding alleviation and the development of feedstocks. That would perhaps alleviate some of the concerns raised by my hon Friend the Member for Chesterfield (Mr Perkins) about the source of feedstocks.																		no group appealed		271927578
commons_2026_19354:004	Raven	97672040	2026-06-18T12:43:33.738305Z	2026-06-18T12:43:33.738317Z	71.493	House of Commons	2026	2026-03-03	The fact that SAF could contribute to the 65% reduction in emissions needed by aviation to meet net zero by 2050 is a useful reminder that technological development can ensure a future for higher carbon emitters while improving our environment.	That is policy in action, and it will reduce disruption to consumers—something that we also have to bear in mind.	SAF matters not just for its decarbonisation credentials, but for its clear potential to support job creation and economic growth.	As my hon Friend the Member for Doncaster East and the Isle of Axholme (Lee Pitcher) said, it will bring into existence a circular economy, including flooding alleviation and the development of feedstocks. That would perhaps alleviate some of the concerns raised by my hon Friend the Member for Chesterfield (Mr Perkins) about the source of feedstocks.													non-RISS	unclear	pro-group	endorse				271927578
commons_2026_19354:004	Zebra	97619010	2026-06-17T12:46:47.908026Z	2026-06-17T12:46:47.908037Z	10.587	House of Commons	2026	2026-03-03	The fact that SAF could contribute to the 65% reduction in emissions needed by aviation to meet net zero by 2050 is a useful reminder that technological development can ensure a future for higher carbon emitters while improving our environment.	That is policy in action, and it will reduce disruption to consumers—something that we also have to bear in mind.	SAF matters not just for its decarbonisation credentials, but for its clear potential to support job creation and economic growth.	As my hon Friend the Member for Doncaster East and the Isle of Axholme (Lee Pitcher) said, it will bring into existence a circular economy, including flooding alleviation and the development of feedstocks. That would perhaps alleviate some of the concerns raised by my hon Friend the Member for Chesterfield (Mr Perkins) about the source of feedstocks.													non-RISS							271927578
commons_2025_57903:035	team1	97857348	2026-06-22T15:23:47.137439Z	2026-06-22T15:23:47.137449Z	69.242	House of Commons	2025	2025-06-17	In simple terms, those amendments try to address the issue of clarity and coverage for patients detained under other laws, and I believe that this is how they do that.	Originally, the Bill excluded only patients detained under the Mental Health Act from being classified as informal patients eligible for IMHA services, but some patients might be detained under other laws or court orders, such as criminal justice laws, which the original wording did not cover.	The amendments change the definition to exclude anyone detained under any legislation or by a court, not just the Mental Health Act.	In practice, this means that patients detained under other laws will not mistakenly be considered informal patients eligible for IMHA services under this part of the Bill. The proposals close a gap so that the right groups get advocacy services, and there is less confusion for hospitals and advocates about who qualifies.																		no group appealed		271927579
commons_2025_57903:035	Robin	97785299	2026-06-21T16:45:48.077664Z	2026-06-21T16:45:48.077674Z	10.287	House of Commons	2025	2025-06-17	In simple terms, those amendments try to address the issue of clarity and coverage for patients detained under other laws, and I believe that this is how they do that.	Originally, the Bill excluded only patients detained under the Mental Health Act from being classified as informal patients eligible for IMHA services, but some patients might be detained under other laws or court orders, such as criminal justice laws, which the original wording did not cover.	The amendments change the definition to exclude anyone detained under any legislation or by a court, not just the Mental Health Act.	In practice, this means that patients detained under other laws will not mistakenly be considered informal patients eligible for IMHA services under this part of the Bill. The proposals close a gap so that the right groups get advocacy services, and there is less confusion for hospitals and advocates about who qualifies.																		no group appealed		271927579
commons_2025_57903:035	Zebra	97619044	2026-06-17T12:47:19.452033Z	2026-06-17T12:47:19.452048Z	27.525	House of Commons	2025	2025-06-17	In simple terms, those amendments try to address the issue of clarity and coverage for patients detained under other laws, and I believe that this is how they do that.	Originally, the Bill excluded only patients detained under the Mental Health Act from being classified as informal patients eligible for IMHA services, but some patients might be detained under other laws or court orders, such as criminal justice laws, which the original wording did not cover.	The amendments change the definition to exclude anyone detained under any legislation or by a court, not just the Mental Health Act.	In practice, this means that patients detained under other laws will not mistakenly be considered informal patients eligible for IMHA services under this part of the Bill. The proposals close a gap so that the right groups get advocacy services, and there is less confusion for hospitals and advocates about who qualifies.																		no group appealed		271927579
commons_2026_03375:002	Robin	97785152	2026-06-21T16:26:09.875405Z	2026-06-21T16:26:09.875417Z	28.746	House of Commons	2026	2026-01-13	I thank the hon Member for sharing that very sad story.	I reiterate that I know the bravery that it takes for families to share these stories, and the importance of hon Members repeating them so that we can fully understand this problem.	Although my party’s position is not yet fully established on whether we need a statutory duty, we certainly need to do a lot better than we are right now.	As well as being an exciting time, university can be when young people are at their most vulnerable. Universities have several legal duties, including health and safety legislation to ensure that they minimise accidents and injuries on campus.			families											unclear	pro-group	unclear				271927580
commons_2026_03375:002	Raven	97672083	2026-06-18T12:44:48.102889Z	2026-06-18T12:44:48.102900Z	45.636	House of Commons	2026	2026-01-13	I thank the hon Member for sharing that very sad story.	I reiterate that I know the bravery that it takes for families to share these stories, and the importance of hon Members repeating them so that we can fully understand this problem.	Although my party’s position is not yet fully established on whether we need a statutory duty, we certainly need to do a lot better than we are right now.	As well as being an exciting time, university can be when young people are at their most vulnerable. Universities have several legal duties, including health and safety legislation to ensure that they minimise accidents and injuries on campus.			families											unclear	pro-group	endorse				271927580
commons_2026_03375:002	Zebra	97619114	2026-06-17T12:48:18.423221Z	2026-06-17T12:48:18.423236Z	56.514	House of Commons	2026	2026-01-13	I thank the hon Member for sharing that very sad story.	I reiterate that I know the bravery that it takes for families to share these stories, and the importance of hon Members repeating them so that we can fully understand this problem.	Although my party’s position is not yet fully established on whether we need a statutory duty, we certainly need to do a lot better than we are right now.	As well as being an exciting time, university can be when young people are at their most vulnerable. Universities have several legal duties, including health and safety legislation to ensure that they minimise accidents and injuries on campus.			families											unclear	pro-group	endorse				271927580
commons_2025_07269:012	Robin	97785198	2026-06-21T16:33:52.726247Z	2026-06-21T16:33:52.726262Z	67.751	House of Commons	2025	2025-01-21	In conclusion, I will respectfully make some suggestions, which have little or no cost implications.	In making them, I am thinking especially of our resident doctors.	They include to provide identified mentors, not simply people called educational supervisors; simplified contracts, transferable across trusts and between hospitals; clear, early information for doctors about what they will be paid and their rotas, timetables and holidays; hot food at night, and places to rest and sleep; to cover exam fees and make examinations fair and achievable; and to provide parking at the hospital and, crucially, a GP for every doctor and simple access to mental health support.	Medicine is a brilliant career—satisfying, interesting and rewarding. Let us look after the doctors who look after us.												large employers & self-employed professionals		economic	pro-group	endorse				271927581
commons_2025_07269:012	Raven	97672091	2026-06-18T12:45:01.252531Z	2026-06-18T12:45:01.252542Z	11.67	House of Commons	2025	2025-01-21	In conclusion, I will respectfully make some suggestions, which have little or no cost implications.	In making them, I am thinking especially of our resident doctors.	They include to provide identified mentors, not simply people called educational supervisors; simplified contracts, transferable across trusts and between hospitals; clear, early information for doctors about what they will be paid and their rotas, timetables and holidays; hot food at night, and places to rest and sleep; to cover exam fees and make examinations fair and achievable; and to provide parking at the hospital and, crucially, a GP for every doctor and simple access to mental health support.	Medicine is a brilliant career—satisfying, interesting and rewarding. Let us look after the doctors who look after us.																		no group appealed		271927581
commons_2025_07269:012	Zebra	97619162	2026-06-17T12:49:14.924118Z	2026-06-17T12:49:14.924128Z	52.8	House of Commons	2025	2025-01-21	In conclusion, I will respectfully make some suggestions, which have little or no cost implications.	In making them, I am thinking especially of our resident doctors.	They include to provide identified mentors, not simply people called educational supervisors; simplified contracts, transferable across trusts and between hospitals; clear, early information for doctors about what they will be paid and their rotas, timetables and holidays; hot food at night, and places to rest and sleep; to cover exam fees and make examinations fair and achievable; and to provide parking at the hospital and, crucially, a GP for every doctor and simple access to mental health support.	Medicine is a brilliant career—satisfying, interesting and rewarding. Let us look after the doctors who look after us.												socio-cultural (semi)-professionals		unclear	pro-group	endorse				271927581
lords_2025_11916:008	Robin	97785191	2026-06-21T16:32:28.140055Z	2026-06-21T16:32:28.140070Z	12.208	House of Lords	2025	2025-04-23	The Bill is obviously consonant with the traditions of the Labour Party—mobilising the resources of the state to ameliorate the health and general condition of the people—but, as many Conservative MPs, including Jesse Norman, have made clear, it also tallies with the mainstream traditions of the Official Opposition.	It takes a Conservative approach in effecting reform gradually; protects young people from a dangerous, addictive drug; supports the NHS; and will save taxpayers and society an enormous cost in money and, more importantly, lives.	As the noble Lord, Lord Young of Cookham, has persuaded your Lordships better than I could, there may be libertarian arguments against the Bill, but there are few truly Conservative ones.	Given the overwhelming majority afforded the Bill at Second Reading in the other place, we know that it will progress to the statute book, but it is important to win arguments as well as votes. Of course, the genesis of the Bill took place under the last Conservative Administration and, in that context, I trust that the viewpoint of those who are friends—even if critical friends—of the Bill on the other side of your Lordships’ House will be given due weight.																		no group appealed		271927582
lords_2025_11916:008	Raven	97672137	2026-06-18T12:46:14.799162Z	2026-06-18T12:46:14.799176Z	72.045	House of Lords	2025	2025-04-23	The Bill is obviously consonant with the traditions of the Labour Party—mobilising the resources of the state to ameliorate the health and general condition of the people—but, as many Conservative MPs, including Jesse Norman, have made clear, it also tallies with the mainstream traditions of the Official Opposition.	It takes a Conservative approach in effecting reform gradually; protects young people from a dangerous, addictive drug; supports the NHS; and will save taxpayers and society an enormous cost in money and, more importantly, lives.	As the noble Lord, Lord Young of Cookham, has persuaded your Lordships better than I could, there may be libertarian arguments against the Bill, but there are few truly Conservative ones.	Given the overwhelming majority afforded the Bill at Second Reading in the other place, we know that it will progress to the statute book, but it is important to win arguments as well as votes. Of course, the genesis of the Bill took place under the last Conservative Administration and, in that context, I trust that the viewpoint of those who are friends—even if critical friends—of the Bill on the other side of your Lordships’ House will be given due weight.	young adults													both	pro-group	endorse				271927582
lords_2025_11916:008	Zebra	97619352	2026-06-17T12:52:26.522654Z	2026-06-17T12:52:26.522664Z	189.402	House of Lords	2025	2025-04-23	The Bill is obviously consonant with the traditions of the Labour Party—mobilising the resources of the state to ameliorate the health and general condition of the people—but, as many Conservative MPs, including Jesse Norman, have made clear, it also tallies with the mainstream traditions of the Official Opposition.	It takes a Conservative approach in effecting reform gradually; protects young people from a dangerous, addictive drug; supports the NHS; and will save taxpayers and society an enormous cost in money and, more importantly, lives.	As the noble Lord, Lord Young of Cookham, has persuaded your Lordships better than I could, there may be libertarian arguments against the Bill, but there are few truly Conservative ones.	Given the overwhelming majority afforded the Bill at Second Reading in the other place, we know that it will progress to the statute book, but it is important to win arguments as well as votes. Of course, the genesis of the Bill took place under the last Conservative Administration and, in that context, I trust that the viewpoint of those who are friends—even if critical friends—of the Bill on the other side of your Lordships’ House will be given due weight.				other health-related group														no group appealed		271927582
commons_2025_09164:018	Robin	97785209	2026-06-21T16:35:12.593659Z	2026-06-21T16:35:12.593668Z	5.974	House of Commons	2025	2025-01-24	Motion made, and Question put, That the debate be now adjourned.	—(Christian Wakeford.)	---	---																		no group mentioned		271927583
commons_2025_09164:018	Raven	97672141	2026-06-18T12:46:21.265572Z	2026-06-18T12:46:21.265590Z	4.883	House of Commons	2025	2025-01-24	Motion made, and Question put, That the debate be now adjourned.	—(Christian Wakeford.)	---	---																		no group appealed		271927583
commons_2025_09164:018	Zebra	97619673	2026-06-17T12:52:58.222038Z	2026-06-17T12:52:58.222048Z	23.348	House of Commons	2025	2025-01-24	Motion made, and Question put, That the debate be now adjourned.	—(Christian Wakeford.)	---	---																		no group mentioned		271927583
lords_2025_20007:003	Whale	97878354	2026-06-22T22:58:10.224596Z	2026-06-22T22:58:10.224606Z	217.584	House of Lords	2025	2025-07-01	He has a contact who runs a series of hostels for backpackers, many of whom are young men who must, in the course of things, share facilities.	But when my noble friend’s contact applied to the Home Office to take illegal migrants in his hostels, he was told this was impossible because not all the facilities are en suite.	So my noble friend would like to know why shared facilities are suitable for young male legal backpackers but not for young male illegal migrants.	---						undocumented								both	mixed	unclear				271927584
lords_2025_20007:003	Robin	97785317	2026-06-21T16:47:42.590575Z	2026-06-21T16:47:42.590587Z	22.626	House of Lords	2025	2025-07-01	He has a contact who runs a series of hostels for backpackers, many of whom are young men who must, in the course of things, share facilities.	But when my noble friend’s contact applied to the Home Office to take illegal migrants in his hostels, he was told this was impossible because not all the facilities are en suite.	So my noble friend would like to know why shared facilities are suitable for young male legal backpackers but not for young male illegal migrants.	---																		no group appealed		271927584
lords_2025_20007:003	Zebra	97619818	2026-06-17T12:55:20.826362Z	2026-06-17T12:55:20.826373Z	140.412	House of Lords	2025	2025-07-01	He has a contact who runs a series of hostels for backpackers, many of whom are young men who must, in the course of things, share facilities.	But when my noble friend’s contact applied to the Home Office to take illegal migrants in his hostels, he was told this was impossible because not all the facilities are en suite.	So my noble friend would like to know why shared facilities are suitable for young male legal backpackers but not for young male illegal migrants.	---						refugees	non-citizens							cultural	anti-group	endorse	intersectional			271927584
commons_2026_28036:039	Robin	97785149	2026-06-21T16:25:39.431123Z	2026-06-21T16:25:39.431133Z	45.481	House of Commons	2026	2026-03-26	As a result, there are now clusters of Gurkhas and their families living in the UK, mainly in current or former garrison areas, but some are dispersed further afield.	For some time, there has been a campaign to amend the pensions of Gurkha veterans who served many years ago and still draw a pension, so that they are at the equivalent AFPS rate, rather than based on the comparable Indian army rate.	The traditional argument is that because most Gurkhas returned to Nepal on the conclusion of their service, where costs were lower, it was appropriate to pay them under the old arrangements.	However, after the end of their basing in Hong Kong and the switch of the brigade to the United Kingdom—and, indeed, given that many Gurkhas now avail themselves of the option of settling in the UK with their immediate family following their period of service—the question arises of whether the pension arrangements should be altered, including for older Gurkha veterans. I commend the hon Member for Tewkesbury for advancing their arguments in the way he has done this afternoon.					named origin group									economic	pro-group	endorse				271927585
commons_2026_28036:039	Zebra	97704194	2026-06-19T07:44:15.936310Z	2026-06-19T07:44:15.936323Z	128.872	House of Commons	2026	2026-03-26	As a result, there are now clusters of Gurkhas and their families living in the UK, mainly in current or former garrison areas, but some are dispersed further afield.	For some time, there has been a campaign to amend the pensions of Gurkha veterans who served many years ago and still draw a pension, so that they are at the equivalent AFPS rate, rather than based on the comparable Indian army rate.	The traditional argument is that because most Gurkhas returned to Nepal on the conclusion of their service, where costs were lower, it was appropriate to pay them under the old arrangements.	However, after the end of their basing in Hong Kong and the switch of the brigade to the United Kingdom—and, indeed, given that many Gurkhas now avail themselves of the option of settling in the UK with their immediate family following their period of service—the question arises of whether the pension arrangements should be altered, including for older Gurkha veterans. I commend the hon Member for Tewkesbury for advancing their arguments in the way he has done this afternoon.													non-RISS							271927585
commons_2026_28036:039	team2	97658111	2026-06-18T08:15:57.616434Z	2026-06-18T08:15:57.616445Z	690.139	House of Commons	2026	2026-03-26	As a result, there are now clusters of Gurkhas and their families living in the UK, mainly in current or former garrison areas, but some are dispersed further afield.	For some time, there has been a campaign to amend the pensions of Gurkha veterans who served many years ago and still draw a pension, so that they are at the equivalent AFPS rate, rather than based on the comparable Indian army rate.	The traditional argument is that because most Gurkhas returned to Nepal on the conclusion of their service, where costs were lower, it was appropriate to pay them under the old arrangements.	However, after the end of their basing in Hong Kong and the switch of the brigade to the United Kingdom—and, indeed, given that many Gurkhas now avail themselves of the option of settling in the UK with their immediate family following their period of service—the question arises of whether the pension arrangements should be altered, including for older Gurkha veterans. I commend the hon Member for Tewkesbury for advancing their arguments in the way he has done this afternoon.	retired												non-RISS	economic	pro-group	endorse	intersectional			271927585
commons_2025_42112:003	Raven	97787883	2026-06-21T19:27:21.280821Z	2026-06-21T19:28:19.330222Z	33.25	House of Commons	2025	2025-04-30	Meanwhile, last week Labour pulled the plug on funding for the western gateway, a vital scheme focused on boosting the Welsh economy.	Can the Secretary of State now explain to taxpayers what the £205 million will actually do for Cardiff airport, and does she regret both Governments’ decisions?	Today, the chief executive officer of Bristol airport has openly voiced huge concerns about the Welsh Labour Government’s decision to spend the money on Cardiff airport, with no obvious benefit or transparency—a move costing each Welsh household an additional £300.	---																		no group mentioned		271927586
commons_2025_42112:003	Robin	97785539	2026-06-21T17:20:24.832704Z	2026-06-21T17:20:24.832716Z	7.586	House of Commons	2025	2025-04-30	Meanwhile, last week Labour pulled the plug on funding for the western gateway, a vital scheme focused on boosting the Welsh economy.	Can the Secretary of State now explain to taxpayers what the £205 million will actually do for Cardiff airport, and does she regret both Governments’ decisions?	Today, the chief executive officer of Bristol airport has openly voiced huge concerns about the Welsh Labour Government’s decision to spend the money on Cardiff airport, with no obvious benefit or transparency—a move costing each Welsh household an additional £300.	---																		no group appealed		271927586
commons_2025_42112:003	Zebra	97704211	2026-06-19T07:44:52.874079Z	2026-06-19T07:44:52.874093Z	35.429	House of Commons	2025	2025-04-30	Meanwhile, last week Labour pulled the plug on funding for the western gateway, a vital scheme focused on boosting the Welsh economy.	Can the Secretary of State now explain to taxpayers what the £205 million will actually do for Cardiff airport, and does she regret both Governments’ decisions?	Today, the chief executive officer of Bristol airport has openly voiced huge concerns about the Welsh Labour Government’s decision to spend the money on Cardiff airport, with no obvious benefit or transparency—a move costing each Welsh household an additional £300.	---													non-RISS							271927586
commons_2025_27716:002	Raven	97787919	2026-06-21T19:28:51.213286Z	2026-06-21T19:28:51.213297Z	7.959	House of Commons	2025	2025-03-13	I commend the Minister for her statement, which will be truly welcomed by the people of Romford, many of whom served in His Majesty’s and Her Majesty’s armed forces—including my own father, Frederick William Rosindell, who served in the Royal Air Force in the second world war.	A part of the British isles was liberated in May 1945, which was described by Sir Winston Churchill as “our dear Channel Islands”.	I did not hear any mention today of the Channel Islands in the Minister’s statement.	Some 66,000 British subjects were liberated in Jersey, Guernsey, Alderney and Sark, and 6,000 members of the British forces landed there as part of Operation Nest Egg—taskforce 135. There is no actual commemoration for those people who liberated those cherished British islands in the English channel.																		no group mentioned		271927587
commons_2025_27716:002	Robin	97785230	2026-06-21T16:38:38.368818Z	2026-06-21T16:38:38.368835Z	12.072	House of Commons	2025	2025-03-13	I commend the Minister for her statement, which will be truly welcomed by the people of Romford, many of whom served in His Majesty’s and Her Majesty’s armed forces—including my own father, Frederick William Rosindell, who served in the Royal Air Force in the second world war.	A part of the British isles was liberated in May 1945, which was described by Sir Winston Churchill as “our dear Channel Islands”.	I did not hear any mention today of the Channel Islands in the Minister’s statement.	Some 66,000 British subjects were liberated in Jersey, Guernsey, Alderney and Sark, and 6,000 members of the British forces landed there as part of Operation Nest Egg—taskforce 135. There is no actual commemoration for those people who liberated those cherished British islands in the English channel.																		no group mentioned		271927587
commons_2025_27716:002	Zebra	97704221	2026-06-19T07:45:07.690224Z	2026-06-19T07:45:07.690235Z	13.043	House of Commons	2025	2025-03-13	I commend the Minister for her statement, which will be truly welcomed by the people of Romford, many of whom served in His Majesty’s and Her Majesty’s armed forces—including my own father, Frederick William Rosindell, who served in the Royal Air Force in the second world war.	A part of the British isles was liberated in May 1945, which was described by Sir Winston Churchill as “our dear Channel Islands”.	I did not hear any mention today of the Channel Islands in the Minister’s statement.	Some 66,000 British subjects were liberated in Jersey, Guernsey, Alderney and Sark, and 6,000 members of the British forces landed there as part of Operation Nest Egg—taskforce 135. There is no actual commemoration for those people who liberated those cherished British islands in the English channel.																		no group mentioned		271927587
commons_1980_32549:008	Raven	97787932	2026-06-21T19:29:15.900051Z	2026-06-21T19:29:15.900062Z	16.887	House of Commons	1980	1980-06-30	I went to Liverpool university in the evenings to study Welsh language and Welsh history.	Therefore, the Welsh language is not a matter exclusively for Wales.	I am not certain what I should do.	I do not want to object to the motion, because I believe that the matter should go to the Welsh Grand Committee. Perhaps you, Mr Speaker, as a Welshman, can help me.																		no group mentioned		271927588
commons_1980_32549:008	Robin	97785264	2026-06-21T16:42:43.915789Z	2026-06-21T16:42:43.915800Z	29.713	House of Commons	1980	1980-06-30	I went to Liverpool university in the evenings to study Welsh language and Welsh history.	Therefore, the Welsh language is not a matter exclusively for Wales.	I am not certain what I should do.	I do not want to object to the motion, because I believe that the matter should go to the Welsh Grand Committee. Perhaps you, Mr Speaker, as a Welshman, can help me.																		no group appealed		271927588
commons_1980_32549:008	Zebra	97704233	2026-06-19T07:45:33.516787Z	2026-06-19T07:45:33.516800Z	24.215	House of Commons	1980	1980-06-30	I went to Liverpool university in the evenings to study Welsh language and Welsh history.	Therefore, the Welsh language is not a matter exclusively for Wales.	I am not certain what I should do.	I do not want to object to the motion, because I believe that the matter should go to the Welsh Grand Committee. Perhaps you, Mr Speaker, as a Welshman, can help me.									region-specific					cultural	pro-group	endorse				271927588
lords_2025_03152:003	Raven	97787965	2026-06-21T19:30:25.141196Z	2026-06-21T19:30:25.141207Z	58.758	House of Lords	2025	2025-01-28	I have added a few further words to my speech in response, because she made an extremely good point.	I pay tribute to the noble Baroness, Lady Kidron, and her tenacity in trying to make sure that we secure a code for children’s data and education, which is so needed.	The education sector presents unique challenges for protecting children’s data.	Like the noble Baronesses, Lady Kidron and Lady Harding, I look forward to what the Minister has to say. I hope that whatever is agreed is explicit; I entirely agree with the noble Baroness, Lady Harding.	children													cultural	pro-group	endorse				271927589
lords_2025_03152:003	Robin	97785332	2026-06-21T16:50:22.229642Z	2026-06-21T16:50:22.229668Z	24.05	House of Lords	2025	2025-01-28	I have added a few further words to my speech in response, because she made an extremely good point.	I pay tribute to the noble Baroness, Lady Kidron, and her tenacity in trying to make sure that we secure a code for children’s data and education, which is so needed.	The education sector presents unique challenges for protecting children’s data.	Like the noble Baronesses, Lady Kidron and Lady Harding, I look forward to what the Minister has to say. I hope that whatever is agreed is explicit; I entirely agree with the noble Baroness, Lady Harding.	children													unclear	pro-group	endorse				271927589
lords_2025_03152:003	Zebra	97704251	2026-06-19T07:46:01.545947Z	2026-06-19T07:46:01.545958Z	26.429	House of Lords	2025	2025-01-28	I have added a few further words to my speech in response, because she made an extremely good point.	I pay tribute to the noble Baroness, Lady Kidron, and her tenacity in trying to make sure that we secure a code for children’s data and education, which is so needed.	The education sector presents unique challenges for protecting children’s data.	Like the noble Baronesses, Lady Kidron and Lady Harding, I look forward to what the Minister has to say. I hope that whatever is agreed is explicit; I entirely agree with the noble Baroness, Lady Harding.	children													cultural	pro-group	endorse				271927589
lords_2025_20474:010	Raven	97787991	2026-06-21T19:31:29.060172Z	2026-06-21T19:31:29.060184Z	16.666	House of Lords	2025	2025-07-03	We should take that very seriously.	In response to something the noble Baroness, Lady Brady, said about community cohesion, I say that this is an organisation that singles out and attacks Jewish-owned businesses in London and Manchester.	The local MP in Manchester said that the attack there saw antisemitic graffiti targeted towards the Jewish owners of the building and the Jewish businesses that use it.	That has nothing to do with standing up for the Palestinians. People on the left in here would never justify or dismiss racist violence if it was directed at any other group.																				271927590
